idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,16:38:41.09,0.258,25,0.15,166.388,,,,
2,16:38:41.10,0.254,25,0.151,165.997,,,,
3,16:38:41.10,0.263,25,0.154,162.334,,,,
4,16:38:41.12,0.278,25,0.152,163.962,,,,
5,16:38:41.27,0.43,25,0.149,167.249,,,,
6,16:38:41.27,0.423,25,0.15,166.718,,,,
7,16:38:41.28,0.425,25,0.153,163.11,,,,
8,16:38:41.30,0.45,25,0.152,164.135,,,,
9,16:38:41.45,0.599,25,0.149,167.633,,,,
10,16:38:41.47,0.621,25,0.152,164.25,,,,
