timestamp_unix_s,timestamp_utc,relative_to_test_start_s,scope,gpu_uuid,gpu,gpu_i_id,gpu_i_profile,model_name,active_requests,sm_partition_pct,sm_configured_pct,sm_physical_pct,dram_partition_pct,dram_configured_pct,dram_physical_pct,fb_used_mib,fb_free_mib,fb_util_partition_pct,fb_util_configured_pct,fb_util_physical_pct,configured_compute_pct,configured_memory_pct,physical_memory_mib,power_w
1789666049.694,2026-09-17T17:27:29.694000Z,-15.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1162.0,18933.0,5.782533,,,,,40960.0,
1789666049.694,2026-09-17T17:27:29.694000Z,-15.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666054.694,2026-09-17T17:27:34.694000Z,-10.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1162.0,18933.0,5.782533,,,,,40960.0,
1789666054.694,2026-09-17T17:27:34.694000Z,-10.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666059.694,2026-09-17T17:27:39.694000Z,-5.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1162.0,18933.0,5.782533,,,,,40960.0,
1789666059.694,2026-09-17T17:27:39.694000Z,-5.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666064.694,2026-09-17T17:27:44.694000Z,-0.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1162.0,18933.0,5.782533,,,,,40960.0,
1789666064.694,2026-09-17T17:27:44.694000Z,-0.424,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666069.694,2026-09-17T17:27:49.694000Z,4.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,59,0.0,,,0.0,,,1162.0,18933.0,5.782533,,,,,40960.0,
1789666069.694,2026-09-17T17:27:49.694000Z,4.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,59,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666074.694,2026-09-17T17:27:54.694000Z,9.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,4,70.9881,,,20.3147,,,1164.0,18931.0,5.792486,,,,,40960.0,
1789666074.694,2026-09-17T17:27:54.694000Z,9.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,4,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666079.694,2026-09-17T17:27:59.694000Z,14.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,65.637,,,18.7871,,,1164.0,18931.0,5.792486,,,,,40960.0,
1789666079.694,2026-09-17T17:27:59.694000Z,14.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666084.694,2026-09-17T17:28:04.694000Z,19.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,1,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1164.0,18931.0,5.792486,,,,,40960.0,
1789666084.694,2026-09-17T17:28:04.694000Z,19.576,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,2,3g.20gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,101.0,19994.0,0.502613,,,,,40960.0,
1789666049.694,2026-09-17T17:27:29.694000Z,-15.424,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.107
1789666054.694,2026-09-17T17:27:34.694000Z,-10.424,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,97.26
1789666059.694,2026-09-17T17:27:39.694000Z,-5.424,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.987
1789666064.694,2026-09-17T17:27:44.694000Z,-0.424,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.887
1789666069.694,2026-09-17T17:27:49.694000Z,4.576,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,59,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.987
1789666074.694,2026-09-17T17:27:54.694000Z,9.576,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,4,,35.49405,30.423471,,10.15735,10.15735,1265.0,38925.0,,3.147549,3.088379,85.714286,98.120117,40960.0,140.174
1789666079.694,2026-09-17T17:27:59.694000Z,14.576,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,32.8185,28.130143,,9.39355,9.39355,1265.0,38925.0,,3.147549,3.088379,85.714286,98.120117,40960.0,97.86
1789666084.694,2026-09-17T17:28:04.694000Z,19.576,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1265.0,38925.0,,3.147549,3.088379,85.714286,98.120117,40960.0,97.587
1789666049.694,2026-09-17T17:27:29.694000Z,-15.424,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.107
1789666054.694,2026-09-17T17:27:34.694000Z,-10.424,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,97.26
1789666059.694,2026-09-17T17:27:39.694000Z,-5.424,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.987
1789666064.694,2026-09-17T17:27:44.694000Z,-0.424,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.887
1789666069.694,2026-09-17T17:27:49.694000Z,4.576,system,all,,,,,59,,0.0,0.0,,0.0,0.0,1263.0,38927.0,,3.142573,3.083496,85.714286,98.120117,40960.0,96.987
1789666074.694,2026-09-17T17:27:54.694000Z,9.576,system,all,,,,,4,,35.49405,30.423471,,10.15735,10.15735,1265.0,38925.0,,3.147549,3.088379,85.714286,98.120117,40960.0,140.174
1789666079.694,2026-09-17T17:27:59.694000Z,14.576,system,all,,,,,0,,32.8185,28.130143,,9.39355,9.39355,1265.0,38925.0,,3.147549,3.088379,85.714286,98.120117,40960.0,97.86
1789666084.694,2026-09-17T17:28:04.694000Z,19.576,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1265.0,38925.0,,3.147549,3.088379,85.714286,98.120117,40960.0,97.587
