idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,16:55:27.49,0.197,25,0.057,442.309,,,,
2,16:55:27.64,0.35,25,0.066,378.815,,,,
3,16:55:28.08,0.748,25,0.057,439.893,,,,
4,16:55:28.38,1.027,25,0.055,450.982,,,,
5,16:55:28.45,1.09,25,0.054,459.359,,,,
6,16:55:28.53,1.234,25,0.054,459.737,,,,
7,16:55:28.60,1.135,25,0.054,459.428,,,,
8,16:55:28.68,1.39,25,0.054,462.869,,,,
9,16:55:28.75,1.438,25,0.054,466.189,,,,
10,16:55:28.83,1.434,25,0.054,460.136,,,,
11,16:55:28.90,1.502,25,0.054,465.169,,,,
12,16:55:28.98,1.663,25,0.054,461.033,,,,
13,16:55:29.05,1.755,25,0.054,463.084,,,,
14,16:55:29.13,1.729,25,0.054,459.432,,,,
15,16:55:29.20,1.683,25,0.054,464.895,,,,
16,16:55:29.28,1.877,25,0.054,464.182,,,,
17,16:55:29.35,1.875,25,0.054,461.947,,,,
18,16:55:29.43,1.938,25,0.054,465.862,,,,
19,16:55:29.50,2.215,25,0.054,463.008,,,,
20,16:55:29.58,2.078,25,0.054,460.017,,,,
21,16:55:29.65,2.358,25,0.055,456.459,,,,
22,16:55:29.73,2.411,25,0.054,459.754,,,,
23,16:55:29.80,2.326,25,0.053,467.899,,,,
24,16:55:29.87,2.321,25,0.054,462.914,,,,
25,16:55:29.95,2.418,25,0.054,463.345,,,,
26,16:55:30.02,2.505,25,0.054,461.884,,,,
27,16:55:30.10,2.547,25,0.054,459.242,,,,
28,16:55:30.17,2.665,25,0.054,462.44,,,,
29,16:55:30.25,2.694,25,0.054,459.876,,,,
30,16:55:30.32,2.691,25,0.054,461.518,,,,
31,16:55:30.40,2.411,25,0.054,465.843,,,,
32,16:55:30.47,3.075,25,0.054,466.227,,,,
33,16:55:30.55,3.195,25,0.054,460.248,,,,
34,16:55:30.62,3.058,25,0.054,461.44,,,,
35,16:55:30.70,3.061,25,0.054,461.179,,,,
36,16:55:30.77,3.367,25,0.054,464.29,,,,
37,16:55:30.84,3.336,25,0.055,458.61,,,,
38,16:55:30.92,3.587,25,0.054,462.39,,,,
39,16:55:30.99,3.452,25,0.054,462.251,,,,
40,16:55:31.07,3.518,25,0.054,462.841,,,,
41,16:55:31.14,3.816,25,0.054,461.027,,,,
42,16:55:31.22,3.434,25,0.054,464.446,,,,
