idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,17:29:15.56,1.808,25,0.072,345.103,,,,
2,17:29:15.88,2.135,25,0.075,334.093,,,,
3,17:29:16.47,2.71,25,0.073,344.707,,,,
4,17:29:16.56,2.743,25,0.07,357.189,,,,
5,17:29:16.66,2.81,25,0.07,357.798,,,,
6,17:29:16.75,2.901,25,0.07,358.339,,,,
7,17:29:16.84,2.886,25,0.07,358.68,,,,
8,17:29:16.93,3.133,25,0.07,359.097,,,,
9,17:29:17.02,3.219,25,0.07,356.921,,,,
10,17:29:17.11,3.31,25,0.07,357.274,,,,
11,17:29:17.20,3.295,25,0.07,357.276,,,,
12,17:29:17.29,3.368,25,0.07,356.502,,,,
13,17:29:17.39,3.478,25,0.07,355.93,,,,
14,17:29:17.48,3.723,25,0.07,357.353,,,,
15,17:29:17.57,3.248,25,0.07,357.255,,,,
16,17:29:17.66,3.336,25,0.07,357.15,,,,
17,17:29:17.75,3.251,25,0.07,358.153,,,,
18,17:29:17.84,3.834,25,0.07,358.726,,,,
19,17:29:17.93,4.098,25,0.07,356.309,,,,
20,17:29:18.03,4.203,25,0.07,355.369,,,,
21,17:29:18.12,4.209,25,0.07,355.951,,,,
22,17:29:18.21,4.257,25,0.07,357.959,,,,
23,17:29:18.30,4.251,25,0.07,359.33,,,,
24,17:29:18.39,4.123,25,0.07,358.523,,,,
25,17:29:18.48,4.513,25,0.07,359.046,,,,
26,17:29:18.57,4.822,25,0.07,359.576,,,,
27,17:29:18.66,4.736,25,0.07,358.32,,,,
28,17:29:18.75,4.782,25,0.07,356.851,,,,
29,17:29:18.84,4.871,25,0.07,357.561,,,,
30,17:29:18.94,5.176,25,0.07,359.539,,,,
31,17:29:19.03,5.079,25,0.07,357.944,,,,
32,17:29:19.12,5.372,25,0.07,357.354,,,,
33,17:29:19.21,5.191,25,0.07,359.251,,,,
34,17:29:19.30,5.529,25,0.07,356.961,,,,
35,17:29:19.39,5.437,25,0.07,358.711,,,,
36,17:29:19.48,5.659,25,0.07,357.572,,,,
37,17:29:19.57,5.603,25,0.07,356.269,,,,
38,17:29:19.66,5.675,25,0.07,358.118,,,,
39,17:29:19.75,5.846,25,0.07,357.291,,,,
40,17:29:19.85,6.001,25,0.07,358.529,,,,
41,17:29:19.94,5.69,25,0.07,355.669,,,,
42,17:29:20.03,5.647,25,0.07,357.599,,,,
43,17:29:20.12,6.159,25,0.07,354.916,,,,
44,17:29:20.21,5.866,25,0.069,359.88,,,,
45,17:29:20.31,6.542,25,0.07,355.437,,,,
46,17:29:20.40,6.016,25,0.07,357.014,,,,
47,17:29:20.49,6.543,25,0.07,355.26,,,,
48,17:29:20.58,6.251,25,0.07,354.825,,,,
49,17:29:20.67,6.391,25,0.07,359.146,,,,
50,17:29:20.77,6.432,25,0.071,353.521,,,,
51,17:29:20.86,6.365,25,0.07,358.108,,,,
52,17:29:20.95,6.703,25,0.07,354.847,,,,
53,17:29:21.04,6.713,25,0.07,356.047,,,,
54,17:29:21.13,7.183,25,0.07,355.835,,,,
55,17:29:21.23,6.726,25,0.07,359.601,,,,
56,17:29:21.32,6.817,25,0.07,357.808,,,,
57,17:29:21.41,7.077,25,0.07,358.546,,,,
58,17:29:21.50,7.523,25,0.07,356.865,,,,
59,17:29:21.59,7.26,25,0.07,358.425,,,,
60,17:29:21.68,7.335,25,0.07,356.438,,,,
61,17:29:21.77,7.366,25,0.069,360.134,,,,
62,17:29:21.86,7.363,25,0.07,356.829,,,,
63,17:29:21.95,7.455,25,0.07,355.889,,,,
64,17:29:22.05,7.546,25,0.07,357.871,,,,
65,17:29:22.14,7.638,25,0.07,357.975,,,,
66,17:29:22.23,7.907,25,0.07,358.999,,,,
67,17:29:22.32,7.989,25,0.07,358.468,,,,
68,17:29:22.41,8.079,25,0.069,360.156,,,,
69,17:29:22.50,8.002,25,0.07,356.488,,,,
70,17:29:22.59,8.257,25,0.07,357.285,,,,
71,17:29:22.68,8.348,25,0.07,357.954,,,,
72,17:29:22.77,8.329,25,0.07,359.193,,,,
73,17:29:22.86,8.535,25,0.07,357.698,,,,
74,17:29:22.96,8.64,25,0.07,356.036,,,,
75,17:29:23.05,9.03,25,0.07,358.525,,,,
76,17:29:23.14,8.813,25,0.07,357.592,,,,
77,17:29:23.23,8.908,25,0.07,358.458,,,,
78,17:29:23.32,8.952,25,0.07,358.758,,,,
79,17:29:23.41,9.006,25,0.07,357.599,,,,
80,17:29:23.50,9.165,25,0.07,358.257,,,,
81,17:29:23.59,9.257,25,0.07,356.9,,,,
82,17:29:23.68,9.351,25,0.07,356.205,,,,
83,17:29:23.77,9.438,25,0.07,357.534,,,,
84,17:29:23.86,9.529,25,0.07,358.991,,,,
85,17:29:23.96,9.631,25,0.07,357.141,,,,
86,17:29:24.05,9.549,25,0.07,355.934,,,,
87,17:29:24.14,9.64,25,0.07,357.002,,,,
88,17:29:24.23,9.897,25,0.07,355.892,,,,
89,17:29:24.32,9.825,25,0.07,357.732,,,,
90,17:29:24.42,10.08,25,0.07,355.649,,,,
91,17:29:24.51,10.008,25,0.07,358.33,,,,
92,17:29:24.60,10.097,25,0.07,357.056,,,,
93,17:29:24.69,10.189,25,0.07,356.01,,,,
94,17:29:24.78,10.444,25,0.07,358.135,,,,
95,17:29:24.87,10.535,25,0.07,355.767,,,,
96,17:29:24.96,10.465,25,0.07,356.976,,,,
97,17:29:25.05,10.547,25,0.07,358.248,,,,
98,17:29:25.14,10.809,25,0.07,358.133,,,,
99,17:29:25.24,10.736,25,0.07,357.039,,,,
100,17:29:25.33,10.541,25,0.07,358.992,,,,
101,17:29:25.42,10.919,25,0.071,354.393,,,,
102,17:29:25.51,10.733,25,0.07,355.928,,,,
103,17:29:25.60,11.548,25,0.07,357.145,,,,
104,17:29:25.69,11.194,25,0.07,359.219,,,,
105,17:29:25.78,11.418,25,0.07,358.862,,,,
106,17:29:25.88,11.47,25,0.07,356.777,,,,
107,17:29:25.97,11.632,25,0.07,358.594,,,,
108,17:29:26.06,11.593,25,0.07,355.84,,,,
109,17:29:26.15,11.385,25,0.07,356.809,,,,
110,17:29:26.24,11.911,25,0.07,355.9,,,,
111,17:29:26.33,11.832,25,0.07,358.038,,,,
112,17:29:26.42,12.019,25,0.07,356.866,,,,
113,17:29:26.51,12.184,25,0.07,358.254,,,,
114,17:29:26.61,12.116,25,0.07,357.098,,,,
115,17:29:26.70,12.451,25,0.07,357.646,,,,
116,17:29:26.79,13.02,25,0.07,355.743,,,,
117,17:29:26.88,12.546,25,0.07,359.529,,,,
118,17:29:26.97,12.099,25,0.07,357.766,,,,
119,17:29:27.06,12.201,25,0.071,354.42,,,,
120,17:29:27.15,13.178,25,0.07,358.485,,,,
121,17:29:27.25,12.303,25,0.07,355.675,,,,
122,17:29:27.34,12.359,25,0.07,358.531,,,,
123,17:29:27.43,13.161,25,0.07,359.232,,,,
124,17:29:27.52,13.566,25,0.07,356.964,,,,
125,17:29:27.61,12.108,25,0.069,359.726,,,,
126,17:29:27.70,12.272,25,0.07,358.7,,,,
127,17:29:27.79,13.46,25,0.07,358.22,,,,
128,17:29:27.88,12.413,25,0.07,356.317,,,,
129,17:29:27.98,12.498,25,0.07,359.442,,,,
130,17:29:28.07,13.771,25,0.07,355.84,,,,
131,17:29:28.16,13.878,25,0.07,356.914,,,,
132,17:29:28.25,12.763,25,0.07,358.423,,,,
133,17:29:28.34,14.312,25,0.07,355.406,,,,
134,17:29:28.43,12.935,25,0.07,358.797,,,,
135,17:29:28.52,14.762,25,0.07,356.519,,,,
136,17:29:28.61,14.292,25,0.07,358.369,,,,
137,17:29:28.71,13.619,25,0.07,358.181,,,,
138,17:29:28.80,14.466,25,0.07,358.214,,,,
139,17:29:28.89,13.37,25,0.07,355.827,,,,
140,17:29:28.98,14.789,25,0.07,357.173,,,,
141,17:29:29.07,13.558,25,0.07,359.711,,,,
142,17:29:29.16,14.666,25,0.07,356.745,,,,
143,17:29:29.25,15.497,25,0.069,360.166,,,,
144,17:29:29.35,15.119,25,0.07,356.764,,,,
145,17:29:29.44,15.029,25,0.07,357.62,,,,
146,17:29:29.53,15.705,25,0.07,359.19,,,,
147,17:29:29.62,15.783,25,0.07,355.162,,,,
148,17:29:29.71,15.722,25,0.07,355.861,,,,
149,17:29:29.80,15.305,25,0.07,354.863,,,,
150,17:29:29.89,15.666,25,0.07,357.659,,,,
151,17:29:29.99,16.011,25,0.07,356.291,,,,
152,17:29:30.08,16.329,25,0.07,358.009,,,,
153,17:29:30.17,15.366,25,0.07,357.214,,,,
154,17:29:30.26,16.053,25,0.07,357.45,,,,
155,17:29:30.35,15.853,25,0.07,356.034,,,,
156,17:29:30.44,16.47,25,0.07,355.785,,,,
157,17:29:30.54,16.559,25,0.07,355.687,,,,
158,17:29:30.63,16.128,25,0.07,356.189,,,,
159,17:29:30.72,16.219,25,0.07,356.213,,,,
160,17:29:30.81,16.475,25,0.07,356.58,,,,
161,17:29:30.90,16.059,25,0.07,356.526,,,,
162,17:29:30.99,16.658,25,0.07,357.766,,,,
163,17:29:31.08,17.116,25,0.07,358.574,,,,
164,17:29:31.17,16.841,25,0.07,358.786,,,,
165,17:29:31.27,16.285,25,0.07,358.616,,,,
166,17:29:31.36,17.386,25,0.07,357.26,,,,
167,17:29:31.45,17.113,25,0.07,358.32,,,,
168,17:29:31.54,17.738,25,0.07,356.406,,,,
169,17:29:31.63,17.132,25,0.07,357.101,,,,
170,17:29:31.72,17.776,25,0.07,358.544,,,,
171,17:29:31.81,17.481,25,0.07,356.882,,,,
172,17:29:31.91,16.838,25,0.07,359.248,,,,
173,17:29:32.00,18.195,25,0.07,358.117,,,,
174,17:29:32.09,17.754,25,0.07,359.364,,,,
175,17:29:32.18,18.267,25,0.07,357.732,,,,
176,17:29:32.27,17.604,25,0.07,356.269,,,,
177,17:29:32.36,18.033,25,0.07,357.212,,,,
178,17:29:32.45,17.71,25,0.07,358.095,,,,
179,17:29:32.54,18.083,25,0.07,359.651,,,,
180,17:29:32.64,17.744,25,0.07,355.809,,,,
181,17:29:32.73,18.346,25,0.07,357.767,,,,
182,17:29:32.82,18.483,25,0.07,356.036,,,,
183,17:29:32.91,18.576,25,0.07,355.02,,,,
184,17:29:33.00,19.013,25,0.07,357.878,,,,
185,17:29:33.09,19.044,25,0.07,356.772,,,,
186,17:29:33.18,18.302,25,0.07,356.873,,,,
187,17:29:33.28,18.944,25,0.07,357.669,,,,
188,17:29:33.37,19.035,25,0.07,359.065,,,,
189,17:29:33.46,18.239,25,0.07,356.015,,,,
190,17:29:33.55,18.636,25,0.07,357.561,,,,
191,17:29:33.64,19.258,25,0.07,358.887,,,,
192,17:29:33.73,19.4,25,0.07,358.199,,,,
193,17:29:33.82,19.487,25,0.07,358.575,,,,
194,17:29:33.91,19.567,25,0.071,354.297,,,,
195,17:29:34.00,19.668,25,0.07,358.212,,,,
196,17:29:34.10,19.692,25,0.07,354.942,,,,
197,17:29:34.19,19.852,25,0.07,357.381,,,,
198,17:29:34.28,19.875,25,0.07,355.891,,,,
199,17:29:34.37,18.979,25,0.07,356.811,,,,
200,17:29:34.46,20.017,25,0.07,357.501,,,,
201,17:29:34.55,20.223,25,0.07,355.909,,,,
202,17:29:34.64,20.31,25,0.07,357.189,,,,
203,17:29:34.74,20.845,25,0.07,355.299,,,,
204,17:29:34.83,20.424,25,0.07,356.24,,,,
205,17:29:34.92,20.584,25,0.07,358.763,,,,
206,17:29:35.01,20.994,25,0.07,357.439,,,,
207,17:29:35.10,19.954,25,0.07,358.247,,,,
208,17:29:35.19,19.832,25,0.07,354.726,,,,
209,17:29:35.28,20.306,25,0.07,358.721,,,,
210,17:29:35.38,20.898,25,0.07,355.821,,,,
211,17:29:35.47,21.187,25,0.07,357.646,,,,
212,17:29:35.56,20.54,25,0.07,358.167,,,,
213,17:29:35.65,21.319,25,0.07,357.989,,,,
214,17:29:35.74,21.939,25,0.07,355.607,,,,
215,17:29:35.83,21.497,25,0.07,358.668,,,,
216,17:29:35.92,20.674,25,0.07,357.481,,,,
217,17:29:36.01,21.699,25,0.07,355.028,,,,
218,17:29:36.11,21.681,25,0.07,358.524,,,,
219,17:29:36.20,21.274,25,0.07,357.584,,,,
220,17:29:36.29,20.887,25,0.07,357.773,,,,
221,17:29:36.38,22.406,25,0.07,357.915,,,,
222,17:29:36.47,21.988,25,0.07,359.274,,,,
223,17:29:36.56,20.794,25,0.07,357.698,,,,
224,17:29:36.65,22.159,25,0.07,356.867,,,,
225,17:29:36.74,22.41,25,0.07,356.394,,,,
226,17:29:36.83,22.867,25,0.07,358.405,,,,
227,17:29:36.93,22.612,25,0.069,359.912,,,,
228,17:29:37.02,21.747,25,0.07,356.388,,,,
229,17:29:37.11,22.762,25,0.07,354.749,,,,
230,17:29:37.20,22.869,25,0.07,358.609,,,,
231,17:29:37.29,22.954,25,0.07,358.656,,,,
232,17:29:37.38,22.383,25,0.07,356.008,,,,
233,17:29:37.47,23.141,25,0.07,358.667,,,,
234,17:29:37.56,23.228,25,0.07,358.819,,,,
235,17:29:37.66,23.605,25,0.07,356.608,,,,
236,17:29:37.75,22.963,25,0.07,357.256,,,,
237,17:29:37.84,23.432,25,0.07,358.632,,,,
238,17:29:37.93,23.432,25,0.07,355.838,,,,
239,17:29:38.02,22.982,25,0.07,357.67,,,,
240,17:29:38.11,23.778,25,0.07,355.139,,,,
241,17:29:38.20,24.012,25,0.07,356.295,,,,
242,17:29:38.30,23.187,25,0.07,359.408,,,,
243,17:29:38.39,24.05,25,0.07,358.155,,,,
244,17:29:38.48,24.111,25,0.07,356.51,,,,
245,17:29:38.57,24.237,25,0.07,358.811,,,,
246,17:29:38.66,24.162,25,0.07,354.786,,,,
247,17:29:38.75,24.386,25,0.07,354.959,,,,
248,17:29:38.84,24.896,25,0.07,359.477,,,,
249,17:29:38.93,24.884,25,0.07,356.838,,,,
250,17:29:39.03,24.692,25,0.07,356.043,,,,
251,17:29:39.12,24.619,25,0.07,359.052,,,,
252,17:29:39.21,24.874,25,0.07,357.29,,,,
253,17:29:39.30,24.192,25,0.07,357.903,,,,
254,17:29:39.39,24.892,25,0.07,358.268,,,,
255,17:29:39.48,25.147,25,0.07,359.091,,,,
256,17:29:39.57,25.346,25,0.07,357.365,,,,
257,17:29:39.66,24.878,25,0.07,359.206,,,,
258,17:29:39.75,24.852,25,0.07,357.655,,,,
259,17:29:39.85,25.511,25,0.07,355.637,,,,
260,17:29:39.94,25.602,25,0.07,358.232,,,,
261,17:29:40.03,25.53,25,0.07,356.801,,,,
262,17:29:40.12,26.145,25,0.07,357.923,,,,
263,17:29:40.21,25.714,25,0.07,356.08,,,,
264,17:29:40.31,25.972,25,0.071,354.26,,,,
265,17:29:40.40,25.901,25,0.07,356.037,,,,
266,17:29:40.49,25.989,25,0.07,356.781,,,,
267,17:29:40.58,26.085,25,0.07,356.184,,,,
268,17:29:40.67,25.433,25,0.07,358.727,,,,
269,17:29:40.76,26.434,25,0.07,356.271,,,,
270,17:29:40.86,26.391,25,0.07,358.883,,,,
271,17:29:40.95,26.617,25,0.07,357.492,,,,
272,17:29:41.04,27.244,25,0.07,357.365,,,,
273,17:29:41.13,27.112,25,0.07,357.687,,,,
274,17:29:41.22,26.434,25,0.07,358.424,,,,
275,17:29:41.31,27.36,25,0.07,356.426,,,,
276,17:29:41.40,26.53,25,0.07,359.092,,,,
277,17:29:41.49,27.17,25,0.07,357.565,,,,
278,17:29:41.59,27.086,25,0.07,357.595,,,,
279,17:29:41.68,27.342,25,0.07,356.028,,,,
280,17:29:41.77,27.402,25,0.07,357.032,,,,
281,17:29:41.86,26.672,25,0.07,356.236,,,,
282,17:29:41.95,28.026,25,0.07,357.743,,,,
283,17:29:42.04,28.073,25,0.07,357.925,,,,
284,17:29:42.13,27.636,25,0.07,358.72,,,,
285,17:29:42.23,27.894,25,0.07,357.442,,,,
286,17:29:42.32,28.366,25,0.07,355.043,,,,
287,17:29:42.41,27.91,25,0.07,356.292,,,,
288,17:29:42.50,28.177,25,0.07,357.472,,,,
289,17:29:42.59,28.086,25,0.07,359.23,,,,
290,17:29:42.68,28.314,25,0.07,359.393,,,,
291,17:29:42.77,28.275,25,0.07,358.919,,,,
