idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,17:10:44.35,0.297,25,0.084,298.538,,,,
2,17:10:44.47,0.424,25,0.117,212.804,,,,
3,17:10:44.60,0.546,25,0.168,148.431,,,,
4,17:10:44.60,0.552,25,0.145,171.954,,,,
5,17:10:44.75,0.652,25,0.069,360.581,,,,
6,17:10:44.98,0.792,25,0.188,133.178,,,,
7,17:10:45.19,1.077,25,0.117,214.502,,,,
8,17:10:45.20,1.074,25,0.276,90.526,,,,
9,17:10:45.35,1.241,25,0.107,233.077,,,,
10,17:10:45.47,1.236,25,0.586,42.679,,,,
11,17:10:45.56,1.465,25,0.177,141.138,,,,
12,17:10:45.76,1.686,25,0.292,85.52,,,,
13,17:10:45.79,1.727,25,0.258,96.955,,,,
14,17:10:45.82,1.762,25,0.337,74.25,,,,
15,17:10:45.87,1.73,25,0.277,90.227,,,,
16,17:10:45.90,1.627,25,0.564,44.332,,,,
17,17:10:45.98,1.91,25,0.622,40.194,,,,
18,17:10:46.16,2.025,25,0.484,51.661,,,,
19,17:10:46.23,2.13,25,0.402,62.118,,,,
20,17:10:46.39,2.298,25,0.471,53.106,,,,
21,17:10:46.42,2.028,25,0.47,53.143,,,,
22,17:10:46.42,2.363,25,0.521,47.94,,,,
23,17:10:46.44,2.118,25,0.587,42.622,,,,
24,17:10:46.50,2.448,25,0.47,53.211,,,,
25,17:10:46.75,2.63,25,0.524,47.709,,,,
26,17:10:46.77,2.668,25,0.5,49.979,,,,
27,17:10:46.93,2.762,25,0.503,49.681,,,,
28,17:10:46.97,2.714,25,0.506,49.39,,,,
29,17:10:46.97,2.81,25,0.506,49.444,,,,
30,17:10:46.98,2.657,25,0.504,49.591,,,,
31,17:10:47.04,2.619,25,0.504,49.607,,,,
32,17:10:47.30,2.682,25,0.504,49.594,,,,
33,17:10:47.32,2.735,25,0.504,49.556,,,,
34,17:10:47.48,3.227,25,0.504,49.587,,,,
35,17:10:47.51,3.384,25,0.503,49.717,,,,
36,17:10:47.51,3.389,25,0.504,49.583,,,,
37,17:10:47.53,3.141,25,0.503,49.69,,,,
38,17:10:47.59,3.036,25,0.503,49.672,,,,
39,17:10:47.85,3.587,25,0.504,49.563,,,,
40,17:10:47.87,3.769,25,0.505,49.535,,,,
41,17:10:48.03,3.81,25,0.505,49.478,,,,
42,17:10:48.06,3.686,25,0.503,49.688,,,,
43,17:10:48.06,3.88,25,0.505,49.524,,,,
44,17:10:48.07,3.686,25,0.503,49.7,,,,
45,17:10:48.14,4.091,25,0.504,49.624,,,,
46,17:10:48.39,4.161,25,0.503,49.678,,,,
47,17:10:48.41,4.137,25,0.504,49.606,,,,
48,17:10:48.57,4.303,25,0.505,49.491,,,,
49,17:10:48.60,4.082,25,0.503,49.708,,,,
50,17:10:48.60,4.129,25,0.503,49.685,,,,
51,17:10:48.62,4.557,25,0.503,49.658,,,,
52,17:10:48.68,4.474,25,0.504,49.556,,,,
53,17:10:48.94,4.327,25,0.504,49.596,,,,
54,17:10:48.96,4.663,25,0.504,49.6,,,,
55,17:10:49.12,4.787,25,0.503,49.723,,,,
56,17:10:49.15,5.022,25,0.506,49.385,,,,
57,17:10:49.15,4.691,25,0.504,49.629,,,,
58,17:10:49.17,4.968,25,0.505,49.527,,,,
59,17:10:49.23,4.484,25,0.505,49.553,,,,
60,17:10:49.49,5.43,25,0.505,49.476,,,,
61,17:10:49.50,5.405,25,0.505,49.507,,,,
62,17:10:49.66,5.299,25,0.503,49.681,,,,
63,17:10:49.70,5.154,25,0.504,49.609,,,,
64,17:10:49.70,5.476,25,0.505,49.537,,,,
65,17:10:49.71,5.642,25,0.502,49.785,,,,
66,17:10:49.78,5.378,25,0.503,49.666,,,,
67,17:10:50.03,5.407,25,0.505,49.471,,,,
68,17:10:50.05,5.777,25,0.505,49.483,,,,
69,17:10:50.21,5.853,25,0.505,49.53,,,,
70,17:10:50.24,5.898,25,0.504,49.565,,,,
71,17:10:50.25,6.036,25,0.503,49.654,,,,
72,17:10:50.26,5.847,25,0.504,49.57,,,,
73,17:10:50.32,5.961,25,0.504,49.604,,,,
74,17:10:50.58,6.23,25,0.503,49.67,,,,
75,17:10:50.60,6.517,25,0.504,49.557,,,,
76,17:10:50.76,6.353,25,0.503,49.682,,,,
77,17:10:50.79,6.577,25,0.504,49.603,,,,
78,17:10:50.79,6.419,25,0.502,49.762,,,,
79,17:10:50.81,6.201,25,0.505,49.521,,,,
80,17:10:50.87,6.519,25,0.504,49.598,,,,
81,17:10:51.13,6.856,25,0.504,49.645,,,,
82,17:10:51.14,6.541,25,0.503,49.718,,,,
83,17:10:51.30,6.971,25,0.505,49.498,,,,
84,17:10:51.33,6.897,25,0.498,50.216,,,,
85,17:10:51.34,6.903,25,0.504,49.621,,,,
86,17:10:51.36,7.023,25,0.503,49.681,,,,
87,17:10:51.42,7.222,25,0.504,49.59,,,,
88,17:10:51.67,7.39,25,0.505,49.457,,,,
89,17:10:51.69,7.537,25,0.505,49.551,,,,
90,17:10:51.85,7.323,25,0.502,49.836,,,,
91,17:10:51.87,7.412,25,0.502,49.788,,,,
92,17:10:51.88,7.688,25,0.503,49.678,,,,
93,17:10:51.90,7.681,25,0.505,49.552,,,,
94,17:10:51.97,7.583,25,0.503,49.655,,,,
95,17:10:52.22,8.038,25,0.504,49.635,,,,
96,17:10:52.24,7.878,25,0.502,49.779,,,,
97,17:10:52.39,7.982,25,0.503,49.657,,,,
98,17:10:52.42,8.182,25,0.503,49.726,,,,
99,17:10:52.43,7.895,25,0.504,49.556,,,,
100,17:10:52.45,8.312,25,0.503,49.713,,,,
101,17:10:52.51,8.398,25,0.505,49.514,,,,
102,17:10:52.76,7.873,25,0.503,49.73,,,,
103,17:10:52.78,8.655,25,0.502,49.799,,,,
104,17:10:52.94,8.549,25,0.504,49.575,,,,
105,17:10:52.97,8.774,25,0.503,49.674,,,,
106,17:10:52.98,8.564,25,0.505,49.519,,,,
107,17:10:53.00,8.571,25,0.504,49.559,,,,
108,17:10:53.06,8.777,25,0.505,49.5,,,,
109,17:10:53.31,9.019,25,0.505,49.521,,,,
110,17:10:53.33,8.821,25,0.504,49.636,,,,
111,17:10:53.49,9.17,25,0.506,49.392,,,,
112,17:10:53.51,9.305,25,0.501,49.895,,,,
113,17:10:53.52,9.04,25,0.505,49.47,,,,
114,17:10:53.54,9.342,25,0.504,49.634,,,,
115,17:10:53.60,9.065,25,0.505,49.522,,,,
116,17:10:53.86,9.784,25,0.504,49.618,,,,
117,17:10:53.88,9.334,25,0.506,49.43,,,,
118,17:10:54.04,9.504,25,0.501,49.884,,,,
119,17:10:54.06,9.609,25,0.502,49.809,,,,
120,17:10:54.07,9.699,25,0.501,49.884,,,,
121,17:10:54.08,9.682,25,0.497,50.296,,,,
122,17:10:54.13,9.853,25,0.488,51.195,,,,
123,17:10:54.35,10.211,25,0.453,55.164,,,,
124,17:10:54.37,10.03,25,0.45,55.519,,,,
125,17:10:54.53,10.172,25,0.429,58.305,,,,
126,17:10:54.53,10.379,25,0.432,57.922,,,,
127,17:10:54.55,9.991,25,0.43,58.136,,,,
128,17:10:54.60,10.274,25,0.433,57.785,,,,
129,17:10:54.82,10.494,25,0.432,57.898,,,,
130,17:10:54.84,10.267,25,0.43,58.119,,,,
131,17:10:54.99,10.805,25,0.43,58.091,,,,
132,17:10:55.00,10.62,25,0.432,57.926,,,,
133,17:10:55.02,10.565,25,0.431,58.052,,,,
134,17:10:55.07,10.575,25,0.429,58.31,,,,
135,17:10:55.29,10.592,25,0.43,58.163,,,,
136,17:10:55.31,10.782,25,0.43,58.129,,,,
137,17:10:55.46,10.942,25,0.432,57.88,,,,
138,17:10:55.47,11.163,25,0.43,58.206,,,,
139,17:10:55.49,11.337,25,0.43,58.119,,,,
140,17:10:55.54,11.462,25,0.431,58.052,,,,
141,17:10:55.76,11.096,25,0.429,58.23,,,,
142,17:10:55.77,11.395,25,0.43,58.108,,,,
143,17:10:55.93,11.801,25,0.431,58.069,,,,
144,17:10:55.94,11.22,25,0.43,58.147,,,,
145,17:10:55.96,11.689,25,0.431,58.044,,,,
146,17:10:56.01,11.726,25,0.432,57.888,,,,
147,17:10:56.23,11.845,25,0.431,58.016,,,,
148,17:10:56.24,12.008,25,0.43,58.143,,,,
149,17:10:56.40,12.307,25,0.429,58.218,,,,
150,17:10:56.41,12.104,25,0.432,57.89,,,,
151,17:10:56.42,12.024,25,0.431,58.011,,,,
152,17:10:56.48,12.294,25,0.431,58.066,,,,
153,17:10:56.70,11.969,25,0.429,58.237,,,,
154,17:10:56.71,12.476,25,0.43,58.104,,,,
155,17:10:56.87,12.427,25,0.43,58.166,,,,
156,17:10:56.88,12.153,25,0.431,57.995,,,,
157,17:10:56.89,12.693,25,0.429,58.276,,,,
158,17:10:56.95,12.808,25,0.43,58.075,,,,
159,17:10:57.16,12.258,25,0.429,58.264,,,,
160,17:10:57.18,12.905,25,0.429,58.217,,,,
161,17:10:57.34,12.873,25,0.431,58.058,,,,
162,17:10:57.35,12.847,25,0.43,58.09,,,,
163,17:10:57.36,12.868,25,0.429,58.267,,,,
164,17:10:57.41,12.603,25,0.431,58.004,,,,
165,17:10:57.63,13.546,25,0.43,58.108,,,,
166,17:10:57.65,13.414,25,0.431,58.022,,,,
167,17:10:57.80,13.469,25,0.43,58.145,,,,
168,17:10:57.81,13.558,25,0.43,58.11,,,,
169,17:10:57.83,13.271,25,0.43,58.151,,,,
170,17:10:57.88,13.235,25,0.43,58.174,,,,
171,17:10:58.10,13.924,25,0.43,58.183,,,,
172,17:10:58.12,13.842,25,0.429,58.226,,,,
173,17:10:58.25,13.676,25,0.404,61.862,,,,
174,17:10:58.26,13.76,25,0.404,61.858,,,,
175,17:10:58.27,14.011,25,0.4,62.459,,,,
176,17:10:58.31,14.029,25,0.391,63.869,,,,
177,17:10:58.49,13.588,25,0.355,70.333,,,,
178,17:10:58.64,14.0,25,0.355,70.443,,,,
179,17:10:58.65,14.276,25,0.356,70.305,,,,
180,17:10:58.66,14.401,25,0.355,70.368,,,,
181,17:10:58.70,14.198,25,0.355,70.435,,,,
182,17:10:58.85,14.232,25,0.322,77.671,,,,
183,17:10:58.96,14.357,25,0.293,85.285,,,,
184,17:10:58.97,14.69,25,0.291,85.891,,,,
185,17:10:58.98,14.455,25,0.287,87.167,,,,
