idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,17:17:01.37,0.334,25,0.076,328.684,,,,
2,17:17:01.58,0.523,25,0.109,228.54,,,,
3,17:17:01.84,0.782,25,0.062,400.475,,,,
4,17:17:02.29,1.218,25,0.291,85.977,,,,
5,17:17:02.28,1.239,25,0.124,201.187,,,,
6,17:17:02.49,1.288,25,0.075,335.547,,,,
7,17:17:03.13,1.804,25,0.079,315.019,,,,
8,17:17:03.11,2.064,25,0.206,121.622,,,,
9,17:17:03.16,2.106,25,0.318,78.712,,,,
10,17:17:03.33,2.23,25,0.347,72.056,,,,
11,17:17:03.51,2.33,25,0.186,134.58,,,,
12,17:17:03.53,2.443,25,0.323,77.455,,,,
13,17:17:03.68,2.506,25,0.084,296.419,,,,
14,17:17:03.96,2.727,25,0.399,62.73,,,,
15,17:17:04.02,2.709,25,0.09,278.425,,,,
16,17:17:04.05,2.891,25,0.262,95.388,,,,
17,17:17:04.15,2.932,25,0.217,115.186,,,,
18,17:17:04.21,2.733,25,0.126,198.16,,,,
19,17:17:04.35,3.042,25,0.131,191.076,,,,
20,17:17:04.39,3.022,25,0.136,183.411,,,,
21,17:17:04.49,3.03,25,0.211,118.269,,,,
22,17:17:04.56,3.466,25,0.166,150.987,,,,
23,17:17:04.66,3.597,25,0.149,168.011,,,,
24,17:17:04.81,2.913,25,0.216,115.723,,,,
25,17:17:04.85,2.932,25,0.542,46.119,,,,
26,17:17:04.90,3.838,25,0.451,55.448,,,,
27,17:17:04.93,3.705,25,0.23,108.643,,,,
28,17:17:04.98,3.807,25,0.403,62.044,,,,
29,17:17:05.13,3.906,25,0.172,145.759,,,,
30,17:17:05.24,3.663,25,0.24,104.308,,,,
31,17:17:05.25,3.715,25,0.313,79.82,,,,
32,17:17:05.40,4.307,25,0.434,57.557,,,,
33,17:17:05.43,4.343,25,0.44,56.782,,,,
34,17:17:05.52,3.901,25,0.358,69.793,,,,
35,17:17:05.64,3.649,25,0.359,69.552,,,,
36,17:17:05.64,3.9,25,0.36,69.46,,,,
37,17:17:05.79,4.548,25,0.363,68.791,,,,
38,17:17:05.83,4.745,25,0.363,68.923,,,,
39,17:17:05.93,4.681,25,0.371,67.34,,,,
40,17:17:06.05,4.665,25,0.377,66.329,,,,
41,17:17:06.06,4.895,25,0.378,66.153,,,,
42,17:17:06.21,4.491,25,0.382,65.47,,,,
43,17:17:06.26,4.572,25,0.39,64.103,,,,
44,17:17:06.35,5.029,25,0.379,66.036,,,,
45,17:17:06.47,5.107,25,0.382,65.503,,,,
46,17:17:06.47,4.5,25,0.379,65.909,,,,
47,17:17:06.64,5.589,25,0.392,63.834,,,,
48,17:17:06.69,5.152,25,0.399,62.645,,,,
49,17:17:06.80,5.381,25,0.414,60.317,,,,
50,17:17:06.95,5.449,25,0.449,55.699,,,,
51,17:17:06.96,5.733,25,0.451,55.385,,,,
52,17:17:07.08,6.033,25,0.478,52.271,,,,
53,17:17:07.16,5.676,25,0.482,51.834,,,,
54,17:17:07.22,6.08,25,0.488,51.182,,,,
55,17:17:07.34,5.628,25,0.508,49.224,,,,
56,17:17:07.39,6.356,25,0.514,48.614,,,,
57,17:17:07.50,5.846,25,0.503,49.744,,,,
58,17:17:07.51,5.985,25,0.506,49.402,,,,
59,17:17:07.62,6.569,25,0.503,49.743,,,,
60,17:17:07.71,6.335,25,0.503,49.695,,,,
61,17:17:07.76,6.375,25,0.506,49.428,,,,
62,17:17:07.89,6.394,25,0.505,49.542,,,,
