timestamp_unix_s,timestamp_utc,relative_to_test_start_s,scope,gpu_uuid,gpu,gpu_i_id,gpu_i_profile,model_name,active_requests,sm_partition_pct,sm_configured_pct,sm_physical_pct,dram_partition_pct,dram_configured_pct,dram_physical_pct,fb_used_mib,fb_free_mib,fb_util_partition_pct,fb_util_configured_pct,fb_util_physical_pct,configured_compute_pct,configured_memory_pct,physical_memory_mib,power_w
1789664086.17,2026-09-17T16:54:46.170000Z,-16.7,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,0,7g.40gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1286.0,39155.0,3.179941,,,,,40960.0,
1789664091.17,2026-09-17T16:54:51.170000Z,-11.7,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,0,7g.40gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1286.0,39155.0,3.179941,,,,,40960.0,
1789664096.17,2026-09-17T16:54:56.170000Z,-6.7,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,0,7g.40gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1286.0,39155.0,3.179941,,,,,40960.0,
1789664101.17,2026-09-17T16:55:01.170000Z,-1.7,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,0,7g.40gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1286.0,39155.0,3.179941,,,,,40960.0,
1789664106.17,2026-09-17T16:55:06.170000Z,3.3,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,0,7g.40gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1286.0,39155.0,3.179941,,,,,40960.0,
1789664111.17,2026-09-17T16:55:11.170000Z,8.3,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,0,7g.40gb,NVIDIA A100-SXM4-40GB,0,10.2822,,,1.9513,,,1286.0,39155.0,3.179941,,,,,40960.0,
1789664116.17,2026-09-17T16:55:16.170000Z,13.3,partition,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,0,7g.40gb,NVIDIA A100-SXM4-40GB,0,0.0,,,0.0,,,1286.0,39155.0,3.179941,,,,,40960.0,
1789664086.17,2026-09-17T16:54:46.170000Z,-16.7,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664091.17,2026-09-17T16:54:51.170000Z,-11.7,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664096.17,2026-09-17T16:54:56.170000Z,-6.7,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664101.17,2026-09-17T16:55:01.170000Z,-1.7,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.067
1789664106.17,2026-09-17T16:55:06.170000Z,3.3,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.948
1789664111.17,2026-09-17T16:55:11.170000Z,8.3,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,10.2822,10.2822,,1.9513,1.9513,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664116.17,2026-09-17T16:55:16.170000Z,13.3,physical_gpu,GPU-8fb50131-6654-9551-735c-932a7c87f13c,0,,,NVIDIA A100-SXM4-40GB,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664086.17,2026-09-17T16:54:46.170000Z,-16.7,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664091.17,2026-09-17T16:54:51.170000Z,-11.7,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664096.17,2026-09-17T16:54:56.170000Z,-6.7,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664101.17,2026-09-17T16:55:01.170000Z,-1.7,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.067
1789664106.17,2026-09-17T16:55:06.170000Z,3.3,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.948
1789664111.17,2026-09-17T16:55:11.170000Z,8.3,system,all,,,,,0,,10.2822,10.2822,,1.9513,1.9513,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
1789664116.17,2026-09-17T16:55:16.170000Z,13.3,system,all,,,,,0,,0.0,0.0,,0.0,0.0,1286.0,39155.0,,3.179941,3.139648,100.0,98.73291,40960.0,99.845
