idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,16:40:32.50,0.666,25,0.171,146.614,,,,
2,16:40:32.80,0.536,25,0.184,135.734,,,,
3,16:40:32.91,1.083,25,0.309,80.861,,,,
4,16:40:33.00,1.21,25,0.604,41.379,,,,
5,16:40:33.07,1.297,25,0.177,141.328,,,,
6,16:40:33.14,1.357,25,0.416,60.058,,,,
7,16:40:33.36,1.589,25,0.238,105.131,,,,
8,16:40:33.62,1.806,25,0.273,91.503,,,,
9,16:40:33.66,1.724,25,0.36,69.508,,,,
10,16:40:33.73,1.518,25,0.272,92.051,,,,
11,16:40:33.74,1.971,25,0.236,106.063,,,,
12,16:40:33.79,1.951,25,0.445,56.149,,,,
13,16:40:33.94,2.117,25,0.31,80.524,,,,
14,16:40:33.98,2.024,25,0.173,144.699,,,,
15,16:40:33.99,2.101,25,0.25,100.162,,,,
16,16:40:34.00,2.199,25,0.52,48.049,,,,
17,16:40:34.11,2.166,25,0.315,79.391,,,,
18,16:40:34.23,2.048,25,0.163,153.561,,,,
19,16:40:34.25,2.392,25,0.164,152.467,,,,
20,16:40:34.31,2.514,25,0.23,108.603,,,,
21,16:40:34.43,2.637,25,0.157,159.597,,,,
22,16:40:34.50,2.696,25,0.321,77.833,,,,
23,16:40:34.54,2.646,25,0.249,100.284,,,,
24,16:40:34.58,2.582,25,0.2,124.988,,,,
25,16:40:34.59,2.685,25,0.233,107.229,,,,
26,16:40:34.61,2.821,25,0.406,61.552,,,,
27,16:40:34.62,2.791,25,0.155,161.743,,,,
28,16:40:34.62,2.766,25,0.366,68.263,,,,
29,16:40:34.74,2.655,25,0.179,139.81,,,,
30,16:40:34.75,2.777,25,0.167,149.798,,,,
31,16:40:34.77,2.645,25,0.154,162.352,,,,
32,16:40:34.77,2.982,25,0.156,160.256,,,,
33,16:40:34.81,2.384,25,0.156,160.557,,,,
34,16:40:34.86,2.955,25,0.158,158.722,,,,
35,16:40:34.93,2.871,25,0.152,164.997,,,,
36,16:40:34.94,3.132,25,0.159,157.662,,,,
