idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,17:31:13.30,0.273,25,0.073,344.159,,,,
2,17:31:13.45,0.421,25,0.073,343.388,,,,
3,17:31:14.44,1.395,25,0.077,325.159,,,,
4,17:31:16.03,2.803,25,0.123,203.661,,,,
5,17:31:16.26,3.211,25,0.101,246.619,,,,
6,17:31:16.41,3.284,25,0.087,285.972,,,,
7,17:31:16.57,3.449,25,0.082,303.541,,,,
8,17:31:17.22,4.011,25,0.107,234.564,,,,
9,17:31:17.38,4.305,25,0.083,300.277,,,,
10,17:31:17.56,4.37,25,0.072,345.189,,,,
11,17:31:17.65,4.619,25,0.07,358.392,,,,
12,17:31:17.76,4.571,25,0.07,356.686,,,,
13,17:31:17.85,4.549,25,0.07,359.177,,,,
14,17:31:17.94,4.519,25,0.07,358.527,,,,
15,17:31:18.03,4.937,25,0.07,359.341,,,,
16,17:31:18.12,4.823,25,0.07,355.296,,,,
17,17:31:18.22,4.792,25,0.07,357.826,,,,
18,17:31:18.31,5.217,25,0.07,356.709,,,,
19,17:31:18.40,4.958,25,0.07,358.809,,,,
20,17:31:18.49,5.414,25,0.07,357.963,,,,
21,17:31:18.58,5.139,25,0.07,358.997,,,,
22,17:31:18.67,5.547,25,0.07,357.294,,,,
23,17:31:18.76,5.599,25,0.07,356.003,,,,
24,17:31:18.85,5.805,25,0.07,357.442,,,,
25,17:31:18.95,5.483,25,0.07,358.331,,,,
26,17:31:19.04,5.542,25,0.07,357.113,,,,
27,17:31:19.13,5.99,25,0.069,359.914,,,,
28,17:31:19.22,6.105,25,0.07,355.877,,,,
29,17:31:19.31,6.272,25,0.07,356.296,,,,
30,17:31:19.40,5.301,25,0.07,358.397,,,,
31,17:31:19.49,5.779,25,0.07,357.813,,,,
32,17:31:19.58,6.298,25,0.07,356.518,,,,
33,17:31:19.67,4.121,25,0.07,358.05,,,,
34,17:31:19.76,5.634,25,0.07,358.552,,,,
35,17:31:19.86,6.535,25,0.07,355.802,,,,
36,17:31:19.95,6.753,25,0.07,359.217,,,,
37,17:31:20.04,6.885,25,0.07,355.902,,,,
38,17:31:20.13,5.013,25,0.071,354.458,,,,
39,17:31:20.23,6.555,25,0.07,355.064,,,,
40,17:31:20.32,6.198,25,0.07,355.093,,,,
41,17:31:20.41,7.09,25,0.07,356.176,,,,
42,17:31:20.50,6.271,25,0.07,357.016,,,,
43,17:31:20.60,6.465,25,0.07,355.946,,,,
44,17:31:20.69,6.559,25,0.07,355.533,,,,
45,17:31:20.78,7.327,25,0.07,357.145,,,,
46,17:31:20.87,7.685,25,0.07,356.811,,,,
47,17:31:20.96,7.923,25,0.07,358.693,,,,
48,17:31:21.06,8.012,25,0.07,357.86,,,,
49,17:31:21.15,8.013,25,0.07,354.822,,,,
50,17:31:21.24,7.777,25,0.07,358.238,,,,
51,17:31:21.33,7.856,25,0.07,357.119,,,,
52,17:31:21.42,7.937,25,0.07,358.092,,,,
53,17:31:21.51,8.4,25,0.07,355.442,,,,
54,17:31:21.61,8.53,25,0.07,357.266,,,,
55,17:31:21.70,8.14,25,0.07,357.443,,,,
56,17:31:21.79,8.252,25,0.07,356.726,,,,
57,17:31:21.88,8.343,25,0.07,358.067,,,,
58,17:31:21.97,8.318,25,0.07,358.059,,,,
59,17:31:22.06,8.787,25,0.07,357.272,,,,
60,17:31:22.15,9.061,25,0.07,357.855,,,,
61,17:31:22.24,8.969,25,0.07,358.927,,,,
62,17:31:22.33,8.813,25,0.07,359.161,,,,
63,17:31:22.43,8.753,25,0.07,357.873,,,,
64,17:31:22.52,8.899,25,0.07,358.682,,,,
65,17:31:22.61,9.517,25,0.07,355.844,,,,
66,17:31:22.70,9.104,25,0.07,356.9,,,,
67,17:31:22.79,9.158,25,0.07,358.647,,,,
68,17:31:22.88,9.209,25,0.07,356.203,,,,
69,17:31:22.97,9.498,25,0.07,356.088,,,,
70,17:31:23.06,9.877,25,0.07,357.08,,,,
71,17:31:23.16,9.599,25,0.07,356.911,,,,
72,17:31:23.25,10.057,25,0.071,354.09,,,,
73,17:31:23.34,10.149,25,0.07,358.923,,,,
74,17:31:23.43,9.864,25,0.07,356.081,,,,
75,17:31:23.52,10.427,25,0.07,355.356,,,,
76,17:31:23.62,10.423,25,0.07,358.296,,,,
77,17:31:23.71,10.014,25,0.07,358.043,,,,
78,17:31:23.80,10.277,25,0.07,358.19,,,,
79,17:31:23.89,10.321,25,0.07,355.741,,,,
