idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,17:09:56.28,0.392,25,0.101,248.75,,,,
2,17:09:56.37,0.492,25,0.1,250.102,,,,
3,17:09:56.37,0.491,25,0.187,133.689,,,,
4,17:09:56.62,0.739,25,0.174,143.31,,,,
5,17:09:56.75,0.846,25,0.358,69.754,,,,
6,17:09:56.77,0.898,25,0.29,86.326,,,,
7,17:09:56.98,1.107,25,0.485,51.534,,,,
8,17:09:57.04,1.146,25,0.586,42.697,,,,
9,17:09:57.08,0.987,25,0.472,52.974,,,,
10,17:09:57.09,1.128,25,0.428,58.354,,,,
11,17:09:57.24,1.366,25,0.499,50.091,,,,
12,17:09:57.26,1.324,25,0.476,52.498,,,,
13,17:09:57.29,1.391,25,0.482,51.874,,,,
14,17:09:57.54,1.662,25,0.506,49.416,,,,
15,17:09:57.58,1.645,25,0.505,49.459,,,,
16,17:09:57.63,1.652,25,0.504,49.599,,,,
17,17:09:57.64,1.735,25,0.503,49.661,,,,
18,17:09:57.79,1.878,25,0.506,49.446,,,,
19,17:09:57.81,1.822,25,0.504,49.568,,,,
20,17:09:57.84,1.862,25,0.504,49.605,,,,
21,17:09:58.09,2.075,25,0.504,49.622,,,,
22,17:09:58.13,2.183,25,0.504,49.638,,,,
23,17:09:58.18,2.111,25,0.505,49.478,,,,
24,17:09:58.19,2.108,25,0.503,49.68,,,,
25,17:09:58.33,2.439,25,0.502,49.777,,,,
26,17:09:58.36,2.424,25,0.504,49.583,,,,
27,17:09:58.39,2.354,25,0.506,49.386,,,,
28,17:09:58.63,2.712,25,0.503,49.685,,,,
29,17:09:58.67,2.783,25,0.504,49.584,,,,
30,17:09:58.72,2.78,25,0.504,49.622,,,,
31,17:09:58.73,2.652,25,0.505,49.477,,,,
32,17:09:58.88,2.996,25,0.503,49.656,,,,
33,17:09:58.91,2.824,25,0.506,49.44,,,,
34,17:09:58.93,3.005,25,0.502,49.791,,,,
35,17:09:59.18,3.117,25,0.506,49.378,,,,
36,17:09:59.22,3.169,25,0.504,49.566,,,,
37,17:09:59.27,3.323,25,0.504,49.647,,,,
38,17:09:59.28,3.313,25,0.502,49.795,,,,
39,17:09:59.43,3.483,25,0.505,49.475,,,,
40,17:09:59.45,3.439,25,0.504,49.587,,,,
41,17:09:59.48,3.432,25,0.504,49.604,,,,
42,17:09:59.72,3.801,25,0.503,49.716,,,,
43,17:09:59.77,3.751,25,0.504,49.647,,,,
44,17:09:59.82,3.897,25,0.505,49.545,,,,
45,17:09:59.83,3.742,25,0.504,49.586,,,,
46,17:09:59.97,3.969,25,0.504,49.634,,,,
47,17:10:00.00,3.997,25,0.504,49.578,,,,
48,17:10:00.03,4.077,25,0.505,49.469,,,,
49,17:10:00.27,4.17,25,0.505,49.492,,,,
50,17:10:00.31,4.415,25,0.505,49.518,,,,
51,17:10:00.36,4.365,25,0.503,49.667,,,,
52,17:10:00.37,4.412,25,0.501,49.914,,,,
53,17:10:00.52,4.504,25,0.506,49.452,,,,
54,17:10:00.55,4.478,25,0.507,49.302,,,,
55,17:10:00.57,4.513,25,0.502,49.755,,,,
56,17:10:00.82,4.71,25,0.505,49.526,,,,
57,17:10:00.86,4.921,25,0.5,49.951,,,,
58,17:10:00.91,4.802,25,0.505,49.506,,,,
59,17:10:00.92,4.883,25,0.505,49.477,,,,
60,17:10:01.06,5.065,25,0.504,49.645,,,,
61,17:10:01.10,4.997,25,0.509,49.115,,,,
62,17:10:01.12,5.134,25,0.505,49.541,,,,
63,17:10:01.33,5.367,25,0.47,53.164,,,,
64,17:10:01.36,5.338,25,0.464,53.898,,,,
65,17:10:01.41,5.325,25,0.456,54.837,,,,
66,17:10:01.41,5.36,25,0.458,54.603,,,,
67,17:10:01.54,5.597,25,0.437,57.218,,,,
68,17:10:01.57,5.466,25,0.43,58.138,,,,
69,17:10:01.80,5.792,25,0.431,58.052,,,,
70,17:10:01.83,5.901,25,0.431,58.015,,,,
71,17:10:01.88,5.86,25,0.429,58.276,,,,
72,17:10:01.88,5.973,25,0.431,58.013,,,,
73,17:10:02.01,6.109,25,0.43,58.204,,,,
74,17:10:02.04,6.009,25,0.431,58.054,,,,
75,17:10:02.23,6.239,25,0.393,63.562,,,,
76,17:10:02.26,6.215,25,0.389,64.295,,,,
77,17:10:02.29,6.319,25,0.382,65.514,,,,
78,17:10:02.30,6.317,25,0.38,65.749,,,,
79,17:10:02.41,6.421,25,0.357,69.959,,,,
80,17:10:02.62,6.507,25,0.356,70.28,,,,
81,17:10:02.65,6.43,25,0.356,70.203,,,,
82,17:10:02.68,6.6,25,0.356,70.233,,,,
83,17:10:02.69,6.779,25,0.355,70.385,,,,
84,17:10:02.77,6.803,25,0.335,74.695,,,,
85,17:10:02.94,6.984,25,0.294,85.131,,,,
86,17:10:02.97,6.943,25,0.287,87.185,,,,
87,17:10:03.00,7.075,25,0.28,89.258,,,,
88,17:10:03.07,7.144,25,0.261,95.908,,,,
89,17:10:03.19,7.084,25,0.218,114.484,,,,
90,17:10:03.21,7.226,25,0.212,117.956,,,,
91,17:10:03.30,7.165,25,0.207,120.754,,,,
92,17:10:03.43,7.423,25,0.207,120.834,,,,
93,17:10:03.44,7.365,25,0.207,120.864,,,,
94,17:10:03.53,7.302,25,0.207,120.573,,,,
95,17:10:03.66,7.611,25,0.207,120.874,,,,
96,17:10:03.67,7.591,25,0.201,124.157,,,,
97,17:10:03.71,7.545,25,0.156,160.699,,,,
98,17:10:03.79,7.765,25,0.095,262.588,,,,
99,17:10:03.83,7.726,25,0.095,263.373,,,,
100,17:10:03.88,7.855,25,0.069,362.159,,,,
