idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,16:55:03.04,0.161,25,0.054,460.665,,,,
2,16:55:03.11,0.238,25,0.054,459.369,,,,
3,16:55:03.19,0.314,25,0.054,462.052,,,,
4,16:55:03.26,0.373,25,0.054,461.064,,,,
5,16:55:03.34,0.458,25,0.054,459.89,,,,
6,16:55:03.41,0.534,25,0.054,460.269,,,,
7,16:55:03.49,0.604,25,0.055,457.746,,,,
8,16:55:03.57,0.676,25,0.054,463.693,,,,
9,16:55:03.64,0.755,25,0.054,461.019,,,,
10,16:55:03.71,0.821,25,0.054,464.979,,,,
