idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,17:08:57.23,0.442,25,0.331,75.475,,,,
2,17:08:57.24,0.454,25,0.344,72.623,,,,
3,17:08:57.25,0.463,25,0.342,73.181,,,,
4,17:08:57.27,0.479,25,0.346,72.292,,,,
5,17:08:57.27,0.469,25,0.346,72.346,,,,
6,17:08:57.48,0.683,25,0.213,117.422,,,,
7,17:08:57.49,0.694,25,0.209,119.763,,,,
8,17:08:57.50,0.708,25,0.203,123.403,,,,
9,17:08:57.57,0.771,25,0.057,440.094,,,,
10,17:08:57.64,0.839,25,0.054,465.097,,,,
