idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,16:56:22.52,1.36,25,0.062,402.221,,,,
2,16:56:22.95,1.807,25,0.069,362.661,,,,
3,16:56:23.04,1.868,25,0.055,452.051,,,,
4,16:56:23.12,1.844,25,0.054,461.149,,,,
5,16:56:23.19,2.018,25,0.054,463.474,,,,
6,16:56:23.27,2.073,25,0.054,464.103,,,,
7,16:56:23.34,2.178,25,0.054,463.154,,,,
8,16:56:23.42,2.274,25,0.054,464.064,,,,
9,16:56:23.49,2.319,25,0.054,462.421,,,,
10,16:56:23.57,2.254,25,0.054,459.056,,,,
11,16:56:23.64,2.146,25,0.054,464.437,,,,
12,16:56:23.71,2.343,25,0.054,463.231,,,,
13,16:56:23.79,2.106,25,0.054,461.969,,,,
14,16:56:23.86,2.515,25,0.054,462.94,,,,
15,16:56:23.94,2.413,25,0.054,459.384,,,,
16,16:56:24.01,2.665,25,0.054,463.587,,,,
17,16:56:24.09,2.404,25,0.054,463.981,,,,
18,16:56:24.16,2.48,25,0.055,456.964,,,,
19,16:56:24.24,2.76,25,0.054,463.944,,,,
20,16:56:24.31,2.615,25,0.054,463.25,,,,
21,16:56:24.39,2.821,25,0.054,465.337,,,,
22,16:56:24.46,3.309,25,0.054,462.711,,,,
23,16:56:24.54,2.84,25,0.054,460.932,,,,
24,16:56:24.61,3.268,25,0.055,456.448,,,,
25,16:56:24.69,3.003,25,0.055,455.873,,,,
26,16:56:24.77,3.068,25,0.055,457.488,,,,
27,16:56:24.84,3.669,25,0.054,462.151,,,,
28,16:56:24.92,3.232,25,0.054,462.393,,,,
29,16:56:24.99,3.818,25,0.054,458.809,,,,
30,16:56:25.07,3.932,25,0.054,461.944,,,,
31,16:56:25.14,3.46,25,0.054,464.465,,,,
32,16:56:25.22,3.753,25,0.054,462.756,,,,
33,16:56:25.29,4.135,25,0.054,463.04,,,,
34,16:56:25.37,3.441,25,0.055,458.701,,,,
35,16:56:25.44,3.379,25,0.054,463.088,,,,
36,16:56:25.52,4.184,25,0.054,462.984,,,,
37,16:56:25.59,3.599,25,0.054,463.468,,,,
38,16:56:25.67,3.739,25,0.054,461.625,,,,
39,16:56:25.74,4.297,25,0.054,463.484,,,,
40,16:56:25.82,4.575,25,0.055,458.523,,,,
41,16:56:25.89,3.889,25,0.054,458.979,,,,
42,16:56:25.97,4.487,25,0.054,460.89,,,,
43,16:56:26.04,4.574,25,0.056,447.889,,,,
44,16:56:26.12,4.39,25,0.055,452.587,,,,
45,16:56:26.20,4.487,25,0.054,460.082,,,,
46,16:56:26.27,5.101,25,0.055,453.364,,,,
47,16:56:26.35,5.211,25,0.055,455.146,,,,
48,16:56:26.43,5.217,25,0.055,457.156,,,,
49,16:56:26.50,4.772,25,0.055,452.863,,,,
50,16:56:26.58,5.386,25,0.055,458.03,,,,
51,16:56:26.65,5.461,25,0.054,459.891,,,,
52,16:56:26.73,4.801,25,0.054,462.904,,,,
53,16:56:26.80,5.61,25,0.055,457.944,,,,
54,16:56:26.88,5.371,25,0.054,460.736,,,,
55,16:56:26.95,5.643,25,0.054,460.363,,,,
56,16:56:27.03,4.988,25,0.054,459.698,,,,
57,16:56:27.10,5.755,25,0.054,465.631,,,,
58,16:56:27.18,5.826,25,0.054,463.236,,,,
59,16:56:27.25,6.012,25,0.054,459.846,,,,
60,16:56:27.33,5.403,25,0.055,457.794,,,,
61,16:56:27.40,6.066,25,0.054,461.035,,,,
62,16:56:27.48,5.553,25,0.054,461.282,,,,
63,16:56:27.55,5.624,25,0.054,464.289,,,,
64,16:56:27.63,6.4,25,0.054,461.631,,,,
65,16:56:27.70,5.777,25,0.054,464.39,,,,
66,16:56:27.78,6.527,25,0.054,463.746,,,,
67,16:56:27.85,6.503,25,0.054,466.856,,,,
68,16:56:27.93,5.961,25,0.054,461.766,,,,
69,16:56:28.00,6.075,25,0.055,458.072,,,,
70,16:56:28.08,6.265,25,0.055,457.428,,,,
71,16:56:28.15,6.647,25,0.055,456.877,,,,
72,16:56:28.23,6.239,25,0.055,455.68,,,,
73,16:56:28.31,6.325,25,0.054,459.189,,,,
74,16:56:28.38,6.905,25,0.054,458.868,,,,
75,16:56:28.46,7.142,25,0.055,458.609,,,,
76,16:56:28.53,7.338,25,0.054,462.332,,,,
77,16:56:28.61,6.681,25,0.054,459.066,,,,
78,16:56:28.68,6.716,25,0.054,460.885,,,,
79,16:56:28.76,6.595,25,0.054,465.74,,,,
80,16:56:28.83,6.713,25,0.054,462.736,,,,
81,16:56:28.91,7.411,25,0.054,465.429,,,,
82,16:56:28.98,6.948,25,0.054,463.027,,,,
83,16:56:29.05,6.891,25,0.054,461.872,,,,
84,16:56:29.13,6.949,25,0.053,467.309,,,,
85,16:56:29.20,7.004,25,0.054,465.221,,,,
86,16:56:29.28,8.146,25,0.054,463.08,,,,
87,16:56:29.35,8.123,25,0.054,465.798,,,,
88,16:56:29.43,8.151,25,0.054,466.237,,,,
89,16:56:29.50,7.263,25,0.054,463.678,,,,
90,16:56:29.57,8.283,25,0.054,466.263,,,,
91,16:56:29.65,7.396,25,0.054,460.61,,,,
92,16:56:29.72,7.475,25,0.054,464.671,,,,
93,16:56:29.80,7.563,25,0.054,462.825,,,,
94,16:56:29.87,7.603,25,0.054,463.964,,,,
95,16:56:29.95,8.554,25,0.054,459.811,,,,
96,16:56:30.02,8.751,25,0.054,462.273,,,,
97,16:56:30.10,8.621,25,0.054,463.409,,,,
98,16:56:30.17,8.604,25,0.054,465.059,,,,
99,16:56:30.25,7.977,25,0.054,464.487,,,,
100,16:56:30.32,8.665,25,0.054,460.72,,,,
101,16:56:30.40,8.109,25,0.054,461.528,,,,
102,16:56:30.47,8.977,25,0.054,459.525,,,,
103,16:56:30.55,9.069,25,0.054,465.741,,,,
104,16:56:30.62,8.343,25,0.054,465.3,,,,
105,16:56:30.70,9.367,25,0.055,456.884,,,,
106,16:56:30.77,9.578,25,0.054,462.481,,,,
107,16:56:30.84,9.337,25,0.053,467.721,,,,
108,16:56:30.92,9.311,25,0.054,463.3,,,,
109,16:56:30.99,9.767,25,0.055,458.331,,,,
