idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec,gpu_sm_avg_pct,gpu_dram_avg_pct,gpu_fb_used_avg_mib,gpu_power_avg_w
1,16:42:13.30,0.455,25,0.211,118.682,,,,
2,16:42:13.83,0.977,25,0.259,96.533,,,,
3,16:42:13.90,1.017,25,0.295,84.773,,,,
4,16:42:14.09,1.231,25,0.277,90.231,,,,
5,16:42:14.21,1.33,25,0.23,108.58,,,,
6,16:42:14.62,1.758,25,0.211,118.215,,,,
7,16:42:14.98,2.014,25,0.285,87.617,,,,
8,16:42:15.01,1.94,25,0.56,44.658,,,,
9,16:42:14.86,2.013,25,0.164,152.278,,,,
10,16:42:15.09,2.223,25,0.783,31.922,,,,
11,16:42:15.22,2.375,25,0.655,38.145,,,,
12,16:42:15.38,2.085,25,0.3,83.293,,,,
13,16:42:15.45,2.541,25,0.268,93.314,,,,
14,16:42:15.58,1.923,25,0.415,60.304,,,,
15,16:42:15.80,2.877,25,0.579,43.146,,,,
16,16:42:15.93,3.04,25,0.269,92.907,,,,
17,16:42:15.92,3.03,25,0.25,100.179,,,,
18,16:42:16.01,2.66,25,0.228,109.787,,,,
19,16:42:15.99,2.9,25,0.424,59.011,,,,
20,16:42:16.18,3.185,25,0.254,98.477,,,,
21,16:42:16.21,3.372,25,0.198,125.983,,,,
22,16:42:16.23,3.232,25,0.171,145.92,,,,
23,16:42:16.34,3.471,25,0.252,99.206,,,,
24,16:42:16.30,3.433,25,0.213,117.405,,,,
25,16:42:16.40,3.379,25,0.168,148.789,,,,
26,16:42:16.44,3.523,25,0.168,149.008,,,,
27,16:42:16.47,3.497,25,0.238,104.992,,,,
28,16:42:16.55,3.692,25,0.232,107.939,,,,
29,16:42:16.56,3.609,25,0.176,142.4,,,,
30,16:42:16.58,2.561,25,0.154,162.61,,,,
31,16:42:16.63,3.6,25,0.157,159.451,,,,
32,16:42:16.66,3.701,25,0.221,113.234,,,,
33,16:42:16.71,3.759,25,0.206,121.516,,,,
34,16:42:16.75,3.017,25,0.165,151.884,,,,
35,16:42:16.77,3.11,25,0.153,163.838,,,,
36,16:42:16.76,3.778,25,0.161,155.504,,,,
37,16:42:16.82,3.92,25,0.155,160.952,,,,
38,16:42:16.85,3.984,25,0.154,161.826,,,,
39,16:42:16.93,3.83,25,0.331,75.446,,,,
40,16:42:16.94,3.754,25,0.158,158.391,,,,
41,16:42:16.95,3.388,25,0.171,146.49,,,,
42,16:42:16.95,3.485,25,0.153,163.831,,,,
43,16:42:16.97,4.094,25,0.162,154.666,,,,
44,16:42:17.00,4.04,25,0.153,163.719,,,,
45,16:42:17.03,4.187,25,0.152,164.433,,,,
46,16:42:17.10,4.257,25,0.151,165.674,,,,
47,16:42:17.12,3.348,25,0.154,162.232,,,,
48,16:42:17.13,3.91,25,0.15,166.432,,,,
49,16:42:17.13,3.785,25,0.153,162.873,,,,
50,16:42:17.15,4.135,25,0.155,161.656,,,,
51,16:42:17.18,4.272,25,0.151,166.098,,,,
52,16:42:17.21,4.138,25,0.15,166.552,,,,
53,16:42:17.28,3.958,25,0.151,165.509,,,,
54,16:42:17.30,4.356,25,0.154,162.212,,,,
55,16:42:17.31,4.374,25,0.15,166.515,,,,
56,16:42:17.32,4.315,25,0.153,162.887,,,,
57,16:42:17.33,4.435,25,0.155,161.567,,,,
58,16:42:17.36,3.784,25,0.151,166.032,,,,
59,16:42:17.39,4.262,25,0.15,166.331,,,,
60,16:42:17.46,4.211,25,0.151,165.606,,,,
61,16:42:17.48,3.737,25,0.154,162.285,,,,
62,16:42:17.49,4.236,25,0.15,166.498,,,,
63,16:42:17.50,4.364,25,0.154,162.846,,,,
64,16:42:17.52,4.554,25,0.154,161.919,,,,
65,16:42:17.53,4.127,25,0.15,166.205,,,,
66,16:42:17.56,4.006,25,0.15,166.471,,,,
67,16:42:17.64,4.682,25,0.151,165.845,,,,
68,16:42:17.66,4.14,25,0.15,166.828,,,,
69,16:42:17.67,4.214,25,0.154,162.323,,,,
70,16:42:17.68,4.52,25,0.154,162.848,,,,
71,16:42:17.70,4.726,25,0.155,161.726,,,,
72,16:42:17.71,4.174,25,0.15,166.305,,,,
73,16:42:17.74,4.61,25,0.15,166.31,,,,
74,16:42:17.82,4.912,25,0.151,165.694,,,,
75,16:42:17.84,3.855,25,0.15,166.886,,,,
76,16:42:17.85,4.627,25,0.154,162.29,,,,
77,16:42:17.86,4.53,25,0.154,162.78,,,,
78,16:42:17.88,4.817,25,0.154,161.944,,,,
79,16:42:17.89,4.71,25,0.151,165.72,,,,
80,16:42:17.92,4.667,25,0.15,166.495,,,,
81,16:42:18.00,3.923,25,0.151,165.68,,,,
