idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec
1,17:42:30.90,0.257,25,0.075,333.357
2,17:42:31.18,0.523,25,0.139,179.969
3,17:42:31.21,0.553,25,0.302,82.918
4,17:42:31.22,0.58,25,0.228,109.653
5,17:42:31.28,0.613,25,0.219,114.129
6,17:42:31.56,0.862,25,0.217,115.411
7,17:42:31.59,0.912,25,0.161,155.395
8,17:42:31.70,0.971,25,0.076,329.946
9,17:42:31.76,1.118,25,0.426,58.623
10,17:42:31.93,1.241,25,0.112,223.607
11,17:42:31.98,1.298,25,0.137,181.963
12,17:42:32.22,1.57,25,0.175,142.922
13,17:42:32.20,1.471,25,0.255,98.058
14,17:42:32.34,1.628,25,0.086,292.031
15,17:42:31.94,1.301,25,0.285,87.642
16,17:42:32.52,1.859,25,0.375,66.686
17,17:42:32.65,1.904,25,0.153,163.632
18,17:42:32.69,1.244,25,0.543,46.019
19,17:42:32.72,1.986,25,0.181,138.006
20,17:42:32.85,2.013,25,0.188,133.174
21,17:42:32.97,2.222,25,0.752,33.249
22,17:42:33.01,1.477,25,0.165,151.515
23,17:42:33.12,2.453,25,0.383,65.19
24,17:42:33.18,2.258,25,0.264,94.689
25,17:42:33.31,2.6,25,0.358,69.759
26,17:42:33.38,2.515,25,0.155,161.472
27,17:42:33.44,2.737,25,0.265,94.476
28,17:42:33.53,2.8,25,0.244,102.31
29,17:42:33.58,2.833,25,0.153,163.554
30,17:42:33.66,1.985,25,0.149,168.338
31,17:42:33.73,2.651,25,0.104,240.415
32,17:42:33.85,3.134,25,0.564,44.314
33,17:42:33.87,3.028,25,0.837,29.866
34,17:42:33.99,3.047,25,0.211,118.76
35,17:42:34.21,2.887,25,0.326,76.776
36,17:42:34.24,3.551,25,0.337,74.19
37,17:42:34.26,3.538,25,0.319,78.46
38,17:42:34.26,2.946,25,0.284,87.922
39,17:42:34.29,3.352,25,0.543,46.005
40,17:42:34.32,3.275,25,0.28,89.257
41,17:42:34.29,3.483,25,0.888,28.167
42,17:42:34.71,3.893,25,0.437,57.2
43,17:42:34.74,4.036,25,0.412,60.679
44,17:42:34.77,3.719,25,0.407,61.439
45,17:42:34.78,4.018,25,0.452,55.295
46,17:42:34.84,3.93,25,0.493,50.722
47,17:42:34.95,4.232,25,0.498,50.249
48,17:42:35.06,4.23,25,0.621,40.253
49,17:42:35.26,4.17,25,0.504,49.641
50,17:42:35.27,3.552,25,0.49,51.009
51,17:42:35.30,4.484,25,0.478,52.31
52,17:42:35.30,4.447,25,0.488,51.188
53,17:42:35.37,4.53,25,0.494,50.616
54,17:42:35.51,4.645,25,0.507,49.327
55,17:42:35.60,4.891,25,0.504,49.63
56,17:42:35.81,4.968,25,0.507,49.288
57,17:42:35.81,4.41,25,0.505,49.475
58,17:42:35.84,5.077,25,0.506,49.447
59,17:42:35.85,4.938,25,0.506,49.417
60,17:42:35.92,4.867,25,0.506,49.394
61,17:42:36.06,5.152,25,0.505,49.48
62,17:42:36.15,5.441,25,0.506,49.378
63,17:42:36.35,5.36,25,0.505,49.476
64,17:42:36.36,5.694,25,0.506,49.414
65,17:42:36.39,4.979,25,0.506,49.378
66,17:42:36.40,5.518,25,0.506,49.455
67,17:42:36.47,5.108,25,0.505,49.492
68,17:42:36.61,5.279,25,0.507,49.332
69,17:42:36.69,5.906,25,0.504,49.57
70,17:42:36.90,5.879,25,0.505,49.49
71,17:42:36.91,5.557,25,0.506,49.41
72,17:42:36.94,5.755,25,0.506,49.431
73,17:42:36.94,6.105,25,0.506,49.384
74,17:42:37.01,5.976,25,0.505,49.5
75,17:42:37.15,6.327,25,0.507,49.355
76,17:42:37.24,5.952,25,0.506,49.432
77,17:42:37.45,6.223,25,0.503,49.701
78,17:42:37.45,6.141,25,0.505,49.468
79,17:42:37.49,6.674,25,0.505,49.466
80,17:42:37.49,6.24,25,0.506,49.433
81,17:42:37.56,6.285,25,0.507,49.28
82,17:42:37.70,6.731,25,0.504,49.596
83,17:42:37.79,6.793,25,0.506,49.445
84,17:42:37.99,7.252,25,0.506,49.446
85,17:42:38.00,7.044,25,0.506,49.387
86,17:42:38.03,6.309,25,0.505,49.462
87,17:42:38.04,7.025,25,0.506,49.383
88,17:42:38.11,6.774,25,0.503,49.692
89,17:42:38.25,7.153,25,0.506,49.427
90,17:42:38.34,7.448,25,0.506,49.454
91,17:42:38.54,6.754,25,0.504,49.593
92,17:42:38.55,6.534,25,0.504,49.635
93,17:42:38.58,7.071,25,0.505,49.549
94,17:42:38.58,7.359,25,0.504,49.591
95,17:42:38.65,7.468,25,0.505,49.517
96,17:42:38.79,7.088,25,0.505,49.496
97,17:42:38.88,7.928,25,0.505,49.529
98,17:42:39.09,7.188,25,0.504,49.6
99,17:42:39.09,7.745,25,0.506,49.431
100,17:42:39.13,8.174,25,0.505,49.506
101,17:42:39.13,7.664,25,0.504,49.569
102,17:42:39.20,8.305,25,0.507,49.322
103,17:42:39.34,8.431,25,0.506,49.397
104,17:42:39.43,8.117,25,0.504,49.559
105,17:42:39.63,8.738,25,0.504,49.569
106,17:42:39.64,8.29,25,0.506,49.433
107,17:42:39.67,8.31,25,0.507,49.351
108,17:42:39.68,8.292,25,0.505,49.502
109,17:42:39.75,8.843,25,0.506,49.452
110,17:42:39.89,8.48,25,0.504,49.591
111,17:42:39.97,9.163,25,0.505,49.483
112,17:42:40.18,9.091,25,0.506,49.366
113,17:42:40.19,8.808,25,0.505,49.497
114,17:42:40.22,8.784,25,0.505,49.55
115,17:42:40.22,8.321,25,0.506,49.452
116,17:42:40.29,9.453,25,0.504,49.59
117,17:42:40.44,8.766,25,0.506,49.378
118,17:42:40.52,9.476,25,0.505,49.483
119,17:42:40.73,10.002,25,0.506,49.412
120,17:42:40.73,9.945,25,0.504,49.57
121,17:42:40.77,9.92,25,0.507,49.28
122,17:42:40.77,9.678,25,0.505,49.461
123,17:42:40.84,8.875,25,0.504,49.638
124,17:42:40.98,9.251,25,0.504,49.565
125,17:42:41.07,10.012,25,0.506,49.417
126,17:42:41.28,10.4,25,0.504,49.598
127,17:42:41.28,9.461,25,0.507,49.263
128,17:42:41.31,10.04,25,0.504,49.562
129,17:42:41.32,10.257,25,0.505,49.535
130,17:42:41.39,9.664,25,0.507,49.349
131,17:42:41.53,10.792,25,0.505,49.458
132,17:42:41.61,9.602,25,0.506,49.361
133,17:42:41.83,10.558,25,0.507,49.312
134,17:42:41.83,10.894,25,0.505,49.515
135,17:42:41.86,10.356,25,0.507,49.303
136,17:42:41.87,10.816,25,0.508,49.219
137,17:42:41.94,10.96,25,0.506,49.427
138,17:42:42.08,10.576,25,0.506,49.404
139,17:42:42.16,10.942,25,0.505,49.517
140,17:42:42.37,10.955,25,0.506,49.444
141,17:42:42.38,11.272,25,0.505,49.508
142,17:42:42.41,11.228,25,0.504,49.602
143,17:42:42.41,11.418,25,0.505,49.508
144,17:42:42.48,11.028,25,0.506,49.447
145,17:42:42.63,10.739,25,0.507,49.347
146,17:42:42.71,11.838,25,0.506,49.41
147,17:42:42.92,11.578,25,0.505,49.48
148,17:42:42.92,11.138,25,0.506,49.431
149,17:42:42.96,11.24,25,0.505,49.469
150,17:42:42.96,11.305,25,0.505,49.476
151,17:42:43.03,11.111,25,0.505,49.5
152,17:42:43.17,11.886,25,0.504,49.573
153,17:42:43.26,12.49,25,0.505,49.548
154,17:42:43.47,12.328,25,0.505,49.497
155,17:42:43.47,11.904,25,0.505,49.484
156,17:42:43.50,12.518,25,0.505,49.528
157,17:42:43.51,12.104,25,0.506,49.452
158,17:42:43.58,12.174,25,0.506,49.441
159,17:42:43.72,12.57,25,0.506,49.427
160,17:42:43.80,12.518,25,0.506,49.453
161,17:42:44.01,13.134,25,0.503,49.669
162,17:42:44.02,13.115,25,0.506,49.448
163,17:42:44.05,13.071,25,0.505,49.521
164,17:42:44.05,12.608,25,0.504,49.577
165,17:42:44.12,12.866,25,0.506,49.408
166,17:42:44.26,13.119,25,0.505,49.465
167,17:42:44.35,12.845,25,0.506,49.423
168,17:42:44.56,13.458,25,0.506,49.414
169,17:42:44.56,13.677,25,0.505,49.474
170,17:42:44.60,13.198,25,0.505,49.49
171,17:42:44.60,12.868,25,0.506,49.408
172,17:42:44.67,13.829,25,0.507,49.344
173,17:42:44.81,13.357,25,0.504,49.568
174,17:42:44.90,13.39,25,0.506,49.406
175,17:42:45.11,13.947,25,0.506,49.398
176,17:42:45.11,13.773,25,0.508,49.255
177,17:42:45.14,14.188,25,0.501,49.898
178,17:42:45.15,13.471,25,0.505,49.491
179,17:42:45.22,14.54,25,0.506,49.404
180,17:42:45.36,14.014,25,0.507,49.355
181,17:42:45.44,14.656,25,0.505,49.54
182,17:42:45.65,14.514,25,0.503,49.732
183,17:42:45.66,13.884,25,0.506,49.374
184,17:42:45.69,14.694,25,0.506,49.385
185,17:42:45.69,14.387,25,0.504,49.57
186,17:42:45.77,14.192,25,0.507,49.268
187,17:42:45.91,13.287,25,0.505,49.521
188,17:42:45.99,15.16,25,0.504,49.601
189,17:42:46.20,15.033,25,0.506,49.455
190,17:42:46.21,15.161,25,0.505,49.484
191,17:42:46.23,15.38,25,0.507,49.339
192,17:42:46.24,14.341,25,0.506,49.412
193,17:42:46.31,14.476,25,0.504,49.577
194,17:42:46.46,14.747,25,0.506,49.394
195,17:42:46.54,15.551,25,0.505,49.49
196,17:42:46.75,15.99,25,0.506,49.371
197,17:42:46.75,15.73,25,0.506,49.446
198,17:42:46.78,15.832,25,0.505,49.473
199,17:42:46.79,15.019,25,0.506,49.369
200,17:42:46.86,16.021,25,0.506,49.454
201,17:42:47.00,14.089,25,0.505,49.536
202,17:42:47.08,15.852,25,0.505,49.497
203,17:42:47.29,15.767,25,0.506,49.359
204,17:42:47.30,15.951,25,0.506,49.388
205,17:42:47.33,16.479,25,0.506,49.364
206,17:42:47.34,15.413,25,0.505,49.494
207,17:42:47.41,16.494,25,0.505,49.47
208,17:42:47.55,16.424,25,0.502,49.777
209,17:42:47.63,15.722,25,0.505,49.531
210,17:42:47.84,15.638,25,0.505,49.504
211,17:42:47.85,16.847,25,0.506,49.436
212,17:42:47.88,16.368,25,0.505,49.478
213,17:42:47.88,16.151,25,0.506,49.433
214,17:42:47.95,16.066,25,0.505,49.512
215,17:42:48.10,16.552,25,0.504,49.564
216,17:42:48.18,16.66,25,0.505,49.507
217,17:42:48.39,17.268,25,0.504,49.57
218,17:42:48.39,17.305,25,0.506,49.42
219,17:42:48.42,16.642,25,0.505,49.487
220,17:42:48.43,16.579,25,0.505,49.457
221,17:42:48.50,17.04,25,0.506,49.376
222,17:42:48.64,17.701,25,0.505,49.521
223,17:42:48.73,17.893,25,0.505,49.462
224,17:42:48.94,17.396,25,0.507,49.334
225,17:42:48.94,17.058,25,0.505,49.544
226,17:42:48.97,17.592,25,0.505,49.537
227,17:42:48.97,17.52,25,0.504,49.651
228,17:42:49.05,17.873,25,0.504,49.562
229,17:42:49.19,17.147,25,0.506,49.381
230,17:42:49.27,17.862,25,0.505,49.492
231,17:42:49.48,17.58,25,0.504,49.63
232,17:42:49.49,18.006,25,0.506,49.407
233,17:42:49.52,17.731,25,0.506,49.424
234,17:42:49.52,17.72,25,0.505,49.482
235,17:42:49.59,17.948,25,0.496,50.361
236,17:42:49.71,17.032,25,0.478,52.346
237,17:42:49.78,18.77,25,0.466,53.628
238,17:42:49.96,18.158,25,0.435,57.463
239,17:42:49.96,17.82,25,0.436,57.354
