idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec
1,18:12:29.42,0.757,25,0.082,306.64
2,18:12:30.13,1.452,25,0.075,334.546
3,18:12:30.29,1.628,25,0.075,331.359
4,18:12:30.52,1.839,25,0.074,336.686
5,18:12:30.64,1.966,25,0.072,346.208
6,18:12:30.73,1.908,25,0.072,346.034
7,18:12:30.83,1.969,25,0.072,346.919
8,18:12:30.92,2.124,25,0.072,346.522
9,18:12:31.02,2.352,25,0.072,346.285
10,18:12:31.11,2.437,25,0.072,345.993
11,18:12:31.20,2.531,25,0.072,345.354
12,18:12:31.30,2.583,25,0.073,344.729
13,18:12:31.39,2.49,25,0.072,346.137
14,18:12:31.48,2.789,25,0.072,346.334
15,18:12:31.58,2.75,25,0.072,346.676
16,18:12:31.67,2.73,25,0.073,344.784
17,18:12:31.76,3.052,25,0.072,346.796
18,18:12:31.86,2.897,25,0.072,345.072
19,18:12:31.95,3.176,25,0.072,346.133
20,18:12:32.04,2.984,25,0.072,345.253
21,18:12:32.14,3.397,25,0.072,346.117
22,18:12:32.23,3.056,25,0.072,345.806
23,18:12:32.33,3.23,25,0.072,346.253
24,18:12:32.42,3.242,25,0.072,348.006
25,18:12:32.51,3.584,25,0.072,345.714
26,18:12:32.61,3.289,25,0.073,344.473
27,18:12:32.70,3.73,25,0.072,346.988
28,18:12:32.79,4.055,25,0.072,347.771
29,18:12:32.89,3.834,25,0.072,346.472
30,18:12:32.98,3.919,25,0.072,347.217
31,18:12:33.07,3.999,25,0.073,342.575
32,18:12:33.17,4.122,25,0.073,341.555
33,18:12:33.26,4.188,25,0.072,347.711
34,18:12:33.36,4.177,25,0.072,346.316
35,18:12:33.45,4.624,25,0.072,345.878
36,18:12:33.54,4.368,25,0.073,344.575
37,18:12:33.64,4.591,25,0.072,346.686
38,18:12:33.73,4.606,25,0.072,345.436
39,18:12:33.82,4.749,25,0.072,347.788
40,18:12:33.92,4.821,25,0.072,346.164
41,18:12:34.01,5.279,25,0.072,345.583
42,18:12:34.11,5.318,25,0.073,343.334
43,18:12:34.20,5.471,25,0.073,343.218
44,18:12:34.29,5.383,25,0.072,347.657
45,18:12:34.39,5.148,25,0.072,346.672
46,18:12:34.48,5.384,25,0.072,347.246
47,18:12:34.57,5.745,25,0.072,347.072
48,18:12:34.67,5.503,25,0.072,346.291
49,18:12:34.76,5.644,25,0.072,345.687
50,18:12:34.85,5.657,25,0.072,346.527
51,18:12:34.95,6.129,25,0.072,346.58
