idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec
1,17:41:13.48,0.481,25,0.165,151.907
2,17:41:13.54,0.541,25,0.222,112.701
3,17:41:13.88,0.82,25,0.2,125.215
4,17:41:13.95,0.946,25,0.255,98.212
5,17:41:14.06,0.991,25,0.237,105.676
6,17:41:13.93,0.899,25,0.245,101.866
7,17:41:14.24,0.969,25,0.144,173.683
8,17:41:14.47,1.44,25,0.167,149.426
9,17:41:14.42,1.42,25,0.188,132.79
10,17:41:14.66,1.63,25,0.316,79.166
11,17:41:14.75,1.595,25,0.259,96.49
12,17:41:14.91,1.75,25,0.391,63.901
13,17:41:15.00,1.687,25,0.204,122.412
14,17:41:15.10,1.869,25,0.226,110.503
15,17:41:15.12,2.049,25,0.125,200.087
16,17:41:15.22,2.166,25,0.447,55.887
17,17:41:15.23,2.219,25,0.473,52.886
18,17:41:15.35,2.237,25,0.507,49.335
19,17:41:15.49,2.271,25,0.274,91.157
20,17:41:15.52,2.445,25,0.129,193.283
21,17:41:15.64,2.542,25,0.327,76.518
22,17:41:15.62,2.518,25,0.274,91.241
23,17:41:15.76,2.521,25,0.241,103.925
24,17:41:15.82,2.744,25,0.629,39.771
25,17:41:15.93,2.731,25,0.245,102.061
26,17:41:16.03,3.009,25,0.299,83.494
27,17:41:16.09,3.09,25,1.063,23.508
28,17:41:16.15,2.988,25,0.351,71.254
29,17:41:16.26,3.232,25,0.695,35.965
30,17:41:16.42,3.284,25,0.484,51.704
31,17:41:16.44,2.733,25,0.478,52.338
32,17:41:16.45,3.366,25,0.661,37.842
33,17:41:16.58,3.539,25,0.503,49.726
34,17:41:16.65,2.476,25,0.509,49.078
35,17:41:16.69,3.191,25,0.505,49.5
36,17:41:16.81,3.794,25,0.505,49.507
37,17:41:16.97,3.697,25,0.505,49.495
38,17:41:16.99,3.091,25,0.503,49.72
39,17:41:17.00,3.723,25,0.505,49.542
40,17:41:17.13,4.087,25,0.506,49.376
41,17:41:17.19,4.045,25,0.505,49.475
42,17:41:17.24,3.767,25,0.505,49.507
43,17:41:17.36,4.307,25,0.506,49.367
44,17:41:17.51,4.377,25,0.505,49.545
45,17:41:17.53,4.243,25,0.504,49.633
46,17:41:17.55,4.32,25,0.507,49.294
47,17:41:17.67,4.61,25,0.505,49.46
48,17:41:17.74,4.723,25,0.505,49.501
49,17:41:17.79,4.739,25,0.506,49.421
50,17:41:17.91,4.749,25,0.505,49.542
51,17:41:18.06,4.773,25,0.505,49.49
52,17:41:18.08,4.794,25,0.505,49.489
53,17:41:18.10,4.879,25,0.505,49.523
54,17:41:18.22,4.97,25,0.503,49.653
55,17:41:18.29,5.198,25,0.504,49.575
56,17:41:18.33,4.699,25,0.506,49.426
57,17:41:18.45,5.259,25,0.505,49.469
58,17:41:18.61,5.174,25,0.504,49.587
59,17:41:18.62,5.205,25,0.505,49.516
60,17:41:18.64,4.996,25,0.504,49.651
61,17:41:18.77,5.426,25,0.506,49.432
62,17:41:18.83,5.628,25,0.506,49.4
63,17:41:18.88,5.756,25,0.506,49.433
64,17:41:19.00,5.863,25,0.506,49.379
65,17:41:19.16,5.285,25,0.506,49.454
66,17:41:19.17,5.986,25,0.506,49.398
67,17:41:19.19,5.531,25,0.505,49.467
68,17:41:19.31,5.524,25,0.505,49.502
69,17:41:19.38,6.206,25,0.505,49.504
70,17:41:19.43,5.717,25,0.506,49.379
71,17:41:19.55,6.297,25,0.504,49.577
72,17:41:19.70,6.286,25,0.505,49.47
73,17:41:19.72,6.478,25,0.504,49.582
74,17:41:19.74,5.813,25,0.504,49.584
75,17:41:19.86,6.742,25,0.505,49.478
76,17:41:19.93,6.515,25,0.505,49.544
77,17:41:19.98,6.152,25,0.506,49.412
78,17:41:20.09,6.759,25,0.505,49.466
79,17:41:20.25,6.689,25,0.507,49.295
80,17:41:20.27,6.775,25,0.505,49.514
81,17:41:20.28,7.271,25,0.503,49.745
82,17:41:20.40,6.91,25,0.498,50.244
83,17:41:20.47,7.419,25,0.495,50.509
84,17:41:20.51,6.717,25,0.49,51.031
85,17:41:20.62,6.681,25,0.48,52.129
86,17:41:20.80,7.254,25,0.492,50.863
87,17:41:20.81,7.082,25,0.497,50.279
88,17:41:20.90,7.76,25,0.566,44.157
89,17:41:20.94,7.571,25,0.493,50.743
90,17:41:21.01,7.558,25,0.504,49.614
91,17:41:21.06,7.351,25,0.511,48.951
92,17:41:21.16,7.872,25,0.506,49.428
93,17:41:21.35,7.994,25,0.506,49.451
94,17:41:21.35,7.433,25,0.506,49.414
95,17:41:21.44,8.233,25,0.504,49.617
96,17:41:21.48,8.433,25,0.505,49.545
97,17:41:21.56,8.414,25,0.506,49.359
98,17:41:21.61,8.254,25,0.505,49.548
99,17:41:21.71,8.557,25,0.502,49.807
100,17:41:21.90,8.691,25,0.505,49.546
101,17:41:21.91,7.91,25,0.508,49.218
102,17:41:22.00,8.768,25,0.509,49.083
103,17:41:22.03,8.863,25,0.505,49.485
104,17:41:22.11,8.887,25,0.503,49.702
105,17:41:22.15,9.056,25,0.505,49.513
106,17:41:22.25,8.834,25,0.505,49.459
107,17:41:22.44,9.03,25,0.505,49.487
108,17:41:22.45,9.025,25,0.504,49.578
109,17:41:22.54,9.35,25,0.504,49.57
110,17:41:22.58,9.255,25,0.504,49.624
111,17:41:22.66,9.417,25,0.506,49.431
112,17:41:22.70,8.692,25,0.506,49.415
113,17:41:22.80,9.087,25,0.505,49.469
114,17:41:22.99,9.788,25,0.505,49.493
115,17:41:23.00,9.377,25,0.505,49.486
116,17:41:23.09,9.999,25,0.504,49.646
117,17:41:23.12,9.758,25,0.506,49.439
118,17:41:23.20,9.819,25,0.505,49.482
119,17:41:23.25,10.096,25,0.505,49.493
120,17:41:23.35,9.887,25,0.506,49.367
121,17:41:23.54,10.0,25,0.506,49.395
122,17:41:23.55,9.53,25,0.506,49.413
123,17:41:23.64,10.28,25,0.505,49.463
124,17:41:23.67,10.178,25,0.505,49.46
125,17:41:23.75,10.282,25,0.506,49.36
126,17:41:23.80,9.93,25,0.507,49.314
127,17:41:23.89,10.128,25,0.507,49.303
128,17:41:24.08,10.612,25,0.507,49.343
129,17:41:24.09,10.497,25,0.505,49.539
130,17:41:24.18,10.688,25,0.504,49.57
131,17:41:24.22,10.926,25,0.506,49.432
132,17:41:24.30,11.23,25,0.506,49.365
133,17:41:24.34,10.431,25,0.506,49.412
134,17:41:24.44,10.624,25,0.504,49.609
135,17:41:24.63,11.329,25,0.504,49.613
136,17:41:24.64,11.373,25,0.504,49.614
137,17:41:24.73,11.657,25,0.506,49.414
138,17:41:24.76,11.38,25,0.505,49.46
139,17:41:24.84,11.682,25,0.504,49.628
140,17:41:24.89,10.907,25,0.504,49.633
141,17:41:24.99,11.584,25,0.505,49.458
142,17:41:25.18,11.404,25,0.507,49.35
143,17:41:25.19,11.458,25,0.505,49.551
144,17:41:25.28,11.341,25,0.507,49.278
145,17:41:25.31,12.057,25,0.504,49.587
146,17:41:25.39,12.13,25,0.505,49.499
147,17:41:25.44,12.375,25,0.504,49.606
148,17:41:25.53,11.653,25,0.504,49.566
149,17:41:25.72,11.964,25,0.503,49.662
150,17:41:25.73,12.597,25,0.508,49.207
151,17:41:25.82,12.723,25,0.505,49.479
152,17:41:25.86,12.735,25,0.506,49.391
153,17:41:25.94,12.014,25,0.506,49.45
154,17:41:25.98,12.483,25,0.505,49.553
155,17:41:26.08,12.837,25,0.506,49.388
156,17:41:26.27,13.015,25,0.504,49.584
157,17:41:26.28,12.586,25,0.504,49.623
158,17:41:26.37,13.112,25,0.505,49.5
159,17:41:26.41,13.232,25,0.506,49.397
160,17:41:26.48,12.632,25,0.505,49.46
161,17:41:26.53,13.457,25,0.505,49.499
162,17:41:26.63,12.899,25,0.505,49.552
163,17:41:26.82,13.212,25,0.507,49.325
164,17:41:26.83,13.35,25,0.505,49.524
165,17:41:26.92,13.64,25,0.506,49.423
166,17:41:26.95,13.559,25,0.505,49.518
167,17:41:27.03,13.356,25,0.504,49.652
168,17:41:27.08,13.926,25,0.507,49.351
169,17:41:27.17,13.213,25,0.504,49.563
170,17:41:27.37,13.722,25,0.504,49.565
171,17:41:27.37,13.653,25,0.506,49.436
172,17:41:27.46,14.037,25,0.505,49.541
173,17:41:27.50,14.332,25,0.506,49.444
174,17:41:27.58,14.223,25,0.506,49.452
175,17:41:27.62,14.186,25,0.505,49.464
176,17:41:27.72,13.82,25,0.505,49.512
177,17:41:27.91,14.01,25,0.504,49.567
178,17:41:27.92,13.996,25,0.506,49.433
179,17:41:28.01,14.919,25,0.506,49.438
180,17:41:28.05,14.774,25,0.504,49.622
181,17:41:28.12,14.394,25,0.505,49.499
182,17:41:28.17,14.715,25,0.506,49.448
183,17:41:28.27,14.516,25,0.503,49.663
