idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec
1,18:15:58.58,0.388,25,0.075,334.328
2,18:15:59.65,1.328,25,0.096,260.241
3,18:16:01.43,3.073,25,0.105,237.742
4,18:16:01.56,3.358,25,0.077,326.084
5,18:16:01.68,3.301,25,0.084,298.209
6,18:16:01.83,3.615,25,0.098,254.938
7,18:16:01.97,3.54,25,0.096,259.316
8,18:16:02.10,3.53,25,0.083,301.389
9,18:16:02.22,3.708,25,0.076,327.892
10,18:16:02.32,4.091,25,0.073,341.961
11,18:16:02.55,4.117,25,0.089,280.614
12,18:16:02.68,4.244,25,0.076,326.959
13,18:16:02.78,4.578,25,0.077,326.751
14,18:16:02.87,4.662,25,0.072,347.834
15,18:16:02.97,4.764,25,0.072,345.051
16,18:16:03.06,4.824,25,0.073,344.394
17,18:16:03.15,4.775,25,0.072,346.415
18,18:16:03.25,5.051,25,0.072,345.771
19,18:16:03.34,4.954,25,0.073,343.7
20,18:16:03.43,5.174,25,0.073,344.65
21,18:16:03.53,5.261,25,0.072,347.241
22,18:16:03.62,5.177,25,0.072,345.563
23,18:16:03.72,5.504,25,0.072,346.731
24,18:16:03.81,5.396,25,0.072,348.248
25,18:16:03.90,5.713,25,0.072,346.139
26,18:16:04.00,5.573,25,0.072,344.92
27,18:16:04.09,5.773,25,0.072,348.404
28,18:16:04.18,5.67,25,0.072,346.555
29,18:16:04.28,5.923,25,0.072,346.537
30,18:16:04.37,5.907,25,0.072,347.95
31,18:16:04.46,6.202,25,0.072,346.774
32,18:16:04.56,6.096,25,0.072,347.425
33,18:16:04.65,6.096,25,0.072,346.732
34,18:16:04.74,6.142,25,0.072,345.775
35,18:16:04.84,6.293,25,0.073,343.704
36,18:16:04.93,6.145,25,0.072,347.294
37,18:16:05.02,6.547,25,0.072,346.038
38,18:16:05.12,6.517,25,0.073,344.806
39,18:16:05.21,6.593,25,0.072,345.297
40,18:16:05.30,6.979,25,0.072,348.248
41,18:16:05.40,6.924,25,0.072,346.199
42,18:16:05.49,6.889,25,0.072,347.657
43,18:16:05.58,7.268,25,0.072,347.406
44,18:16:05.68,7.411,25,0.073,344.743
45,18:16:05.77,7.192,25,0.072,346.862
46,18:16:05.86,7.205,25,0.072,345.997
47,18:16:05.96,7.318,25,0.072,347.381
48,18:16:06.05,7.392,25,0.072,345.193
49,18:16:06.14,7.566,25,0.072,346.571
50,18:16:06.23,7.635,25,0.072,347.657
51,18:16:06.33,7.836,25,0.072,346.615
52,18:16:06.42,7.821,25,0.072,346.372
53,18:16:06.52,7.916,25,0.072,345.539
54,18:16:06.61,8.376,25,0.072,346.988
55,18:16:06.70,8.33,25,0.072,347.721
56,18:16:06.79,7.922,25,0.072,347.558
57,18:16:06.89,8.312,25,0.072,345.996
58,18:16:06.98,8.694,25,0.072,345.991
59,18:16:07.07,8.761,25,0.072,347.111
60,18:16:07.17,8.915,25,0.072,345.793
61,18:16:07.26,9.054,25,0.072,347.712
62,18:16:07.35,8.598,25,0.072,346.351
63,18:16:07.45,8.599,25,0.073,344.781
64,18:16:07.54,9.029,25,0.072,346.949
65,18:16:07.64,9.32,25,0.073,343.858
66,18:16:07.73,9.409,25,0.072,346.908
67,18:16:07.82,9.451,25,0.072,346.784
68,18:16:07.92,9.714,25,0.072,345.446
69,18:16:08.01,9.678,25,0.072,346.938
70,18:16:08.10,9.156,25,0.072,345.812
71,18:16:08.20,9.26,25,0.072,346.502
72,18:16:08.29,9.937,25,0.072,348.026
73,18:16:08.38,9.998,25,0.072,346.914
74,18:16:08.48,9.54,25,0.072,345.873
75,18:16:08.57,9.931,25,0.072,348.289
76,18:16:08.66,10.309,25,0.072,347.027
77,18:16:08.76,10.071,25,0.072,347.166
78,18:16:08.85,10.252,25,0.072,346.425
79,18:16:08.94,10.45,25,0.073,344.561
80,18:16:09.04,10.723,25,0.072,345.542
81,18:16:09.13,10.058,25,0.072,347.703
82,18:16:09.22,10.69,25,0.072,348.056
83,18:16:09.32,10.733,25,0.072,345.606
84,18:16:09.41,10.952,25,0.072,346.125
85,18:16:09.50,10.96,25,0.072,346.093
86,18:16:09.60,11.163,25,0.072,346.831
87,18:16:09.69,11.338,25,0.072,345.143
88,18:16:09.78,10.72,25,0.072,345.603
89,18:16:09.88,11.336,25,0.072,347.052
90,18:16:09.97,10.907,25,0.073,344.556
91,18:16:10.06,10.979,25,0.072,347.497
92,18:16:10.16,11.844,25,0.072,345.863
93,18:16:10.25,11.719,25,0.073,343.992
94,18:16:10.35,11.143,25,0.073,343.433
95,18:16:10.44,12.184,25,0.072,346.215
96,18:16:10.54,11.878,25,0.072,346.585
97,18:16:10.63,12.154,25,0.072,346.552
98,18:16:10.72,12.045,25,0.072,346.797
99,18:16:10.82,11.73,25,0.072,345.823
100,18:16:10.91,12.516,25,0.072,346.703
101,18:16:11.00,11.89,25,0.072,345.886
102,18:16:11.10,11.902,25,0.072,346.08
103,18:16:11.19,12.972,25,0.073,344.72
104,18:16:11.28,12.97,25,0.073,344.58
105,18:16:11.38,12.132,25,0.072,345.551
106,18:16:11.47,12.87,25,0.072,346.122
107,18:16:11.56,13.262,25,0.072,346.244
108,18:16:11.66,13.165,25,0.072,348.399
109,18:16:11.75,12.481,25,0.072,347.194
110,18:16:11.84,12.627,25,0.072,347.781
111,18:16:11.94,12.808,25,0.072,346.658
112,18:16:12.03,13.532,25,0.072,345.851
113,18:16:12.12,13.692,25,0.072,347.874
114,18:16:12.22,12.932,25,0.072,345.988
115,18:16:12.31,13.066,25,0.072,346.511
116,18:16:12.40,13.171,25,0.072,346.451
117,18:16:12.50,13.068,25,0.072,346.551
118,18:16:12.59,13.974,25,0.072,347.478
119,18:16:12.68,13.326,25,0.072,346.616
120,18:16:12.78,14.178,25,0.073,344.328
121,18:16:12.87,13.473,25,0.072,344.835
122,18:16:12.97,13.742,25,0.072,346.201
123,18:16:13.06,14.746,25,0.072,344.892
124,18:16:13.15,13.868,25,0.072,346.179
125,18:16:13.25,13.848,25,0.072,346.821
126,18:16:13.34,14.055,25,0.072,347.154
127,18:16:13.43,14.005,25,0.072,346.469
128,18:16:13.53,14.099,25,0.072,346.296
129,18:16:13.62,14.263,25,0.072,347.209
130,18:16:13.72,14.48,25,0.072,345.971
131,18:16:13.81,15.491,25,0.072,347.693
132,18:16:13.90,14.593,25,0.072,346.215
133,18:16:13.99,14.616,25,0.072,346.243
134,18:16:14.09,15.507,25,0.073,344.062
135,18:16:14.18,15.933,25,0.072,346.662
136,18:16:14.28,14.99,25,0.072,345.347
137,18:16:14.37,14.795,25,0.072,346.577
138,18:16:14.46,14.901,25,0.072,346.9
139,18:16:14.56,15.282,25,0.072,345.573
140,18:16:14.65,15.178,25,0.072,347.508
141,18:16:14.74,15.473,25,0.072,346.288
142,18:16:14.84,15.241,25,0.072,345.936
143,18:16:14.93,15.397,25,0.072,347.575
144,18:16:15.02,16.422,25,0.072,346.691
145,18:16:15.12,15.644,25,0.072,347.444
146,18:16:15.21,15.624,25,0.072,347.042
147,18:16:15.30,15.622,25,0.072,346.13
148,18:16:15.40,15.634,25,0.073,343.88
149,18:16:15.49,16.019,25,0.072,346.978
150,18:16:15.58,16.031,25,0.072,346.578
151,18:16:15.68,17.298,25,0.072,348.001
152,18:16:15.77,16.288,25,0.072,345.02
153,18:16:15.86,16.248,25,0.072,347.084
154,18:16:15.96,16.495,25,0.072,347.217
155,18:16:16.05,16.475,25,0.072,347.987
156,18:16:16.14,16.834,25,0.073,344.496
157,18:16:16.24,17.921,25,0.073,344.081
158,18:16:16.33,17.143,25,0.072,346.297
159,18:16:16.42,16.712,25,0.072,346.143
160,18:16:16.52,18.203,25,0.072,345.384
161,18:16:16.61,16.839,25,0.072,345.018
162,18:16:16.70,16.807,25,0.072,345.204
163,18:16:16.80,16.964,25,0.073,344.372
164,18:16:16.89,17.318,25,0.073,344.785
165,18:16:16.99,17.444,25,0.073,343.874
166,18:16:17.08,17.297,25,0.072,345.811
167,18:16:17.17,17.773,25,0.072,346.627
168,18:16:17.27,17.272,25,0.072,346.197
169,18:16:17.36,17.151,25,0.072,347.656
170,18:16:17.45,17.649,25,0.072,346.567
171,18:16:17.55,16.984,25,0.072,345.629
172,18:16:17.64,17.108,25,0.072,346.719
173,18:16:17.73,17.318,25,0.072,344.991
174,18:16:17.83,18.541,25,0.072,346.553
175,18:16:17.92,18.73,25,0.072,346.164
176,18:16:18.01,17.022,25,0.072,346.111
177,18:16:18.11,18.849,25,0.072,346.001
178,18:16:18.20,17.396,25,0.072,346.134
179,18:16:18.29,17.758,25,0.073,344.476
180,18:16:18.39,19.126,25,0.072,347.922
181,18:16:18.48,17.857,25,0.072,348.295
182,18:16:18.57,17.591,25,0.072,348.004
183,18:16:18.67,20.174,25,0.072,346.806
184,18:16:18.76,19.485,25,0.072,347.102
185,18:16:18.85,17.911,25,0.072,346.513
186,18:16:18.95,19.526,25,0.072,347.433
187,18:16:19.04,19.154,25,0.072,345.235
188,18:16:19.13,19.867,25,0.072,347.586
189,18:16:19.23,19.744,25,0.072,346.162
190,18:16:19.32,19.959,25,0.072,347.658
191,18:16:19.41,20.074,25,0.072,345.421
192,18:16:19.51,18.929,25,0.072,346.248
193,18:16:19.60,18.466,25,0.072,347.88
194,18:16:19.69,20.293,25,0.072,346.722
195,18:16:19.79,18.626,25,0.072,347.166
196,18:16:19.88,19.927,25,0.072,345.507
197,18:16:19.97,19.948,25,0.072,345.954
198,18:16:20.07,20.557,25,0.073,343.559
199,18:16:20.16,18.962,25,0.072,345.038
200,18:16:20.26,20.56,25,0.072,345.826
201,18:16:20.35,19.13,25,0.072,346.046
202,18:16:20.44,19.21,25,0.072,346.283
203,18:16:20.54,21.252,25,0.072,346.72
204,18:16:20.63,21.399,25,0.072,347.28
205,18:16:20.72,20.101,25,0.072,345.125
206,18:16:20.82,19.567,25,0.072,345.007
207,18:16:20.91,21.505,25,0.072,346.898
208,18:16:21.01,22.426,25,0.072,345.166
209,18:16:21.10,21.676,25,0.073,344.77
210,18:16:21.20,19.924,25,0.072,346.228
211,18:16:21.29,20.016,25,0.072,344.948
212,18:16:21.38,22.004,25,0.073,343.796
213,18:16:21.48,22.069,25,0.072,346.657
214,18:16:21.57,22.144,25,0.072,347.176
215,18:16:21.66,22.171,25,0.072,347.77
