idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec
1,17:50:45.22,0.496,25,0.246,101.606
2,17:50:45.81,1.012,25,0.216,115.694
3,17:50:45.85,1.112,25,0.173,144.308
4,17:50:45.84,1.119,25,0.227,109.953
5,17:50:46.00,1.077,25,0.346,72.341
6,17:50:46.10,1.337,25,0.403,62.035
7,17:50:46.15,1.414,25,0.221,113.227
8,17:50:46.24,1.517,25,0.164,152.148
9,17:50:46.35,1.615,25,0.273,91.526
10,17:50:46.35,1.452,25,0.156,160.517
11,17:50:46.40,1.254,25,0.183,136.603
12,17:50:46.43,1.666,25,0.193,129.45
13,17:50:46.53,1.794,25,0.232,107.582
14,17:50:46.55,1.554,25,0.162,154.028
15,17:50:46.56,1.813,25,0.406,61.51
16,17:50:46.57,1.79,25,0.206,121.478
17,17:50:46.71,1.941,25,0.191,130.602
18,17:50:46.76,1.951,25,0.256,97.669
19,17:50:46.76,1.971,25,0.167,149.314
20,17:50:46.77,1.897,25,0.154,162.605
21,17:50:46.79,2.064,25,0.168,148.86
22,17:50:46.79,2.019,25,0.173,144.86
23,17:50:46.83,2.041,25,0.178,140.56
24,17:50:46.90,2.087,25,0.156,160.098
25,17:50:46.94,2.024,25,0.152,164.427
26,17:50:46.95,2.09,25,0.155,161.803
27,17:50:46.95,1.852,25,0.153,162.934
28,17:50:46.97,2.181,25,0.151,165.72
29,17:50:46.97,2.079,25,0.151,165.55
30,17:50:47.01,2.163,25,0.155,161.057
31,17:50:47.08,2.256,25,0.155,161.502
32,17:50:47.13,2.245,25,0.151,165.021
33,17:50:47.13,2.019,25,0.154,162.097
34,17:50:47.13,2.369,25,0.152,164.748
35,17:50:47.15,2.278,25,0.151,165.184
36,17:50:47.15,2.258,25,0.151,165.502
37,17:50:47.19,2.241,25,0.155,160.943
38,17:50:47.26,2.428,25,0.155,161.572
39,17:50:47.30,2.504,25,0.151,165.245
40,17:50:47.31,2.321,25,0.152,164.535
41,17:50:47.31,2.557,25,0.154,161.856
42,17:50:47.33,2.606,25,0.151,165.295
43,17:50:47.33,2.416,25,0.151,165.566
44,17:50:47.38,2.557,25,0.156,160.638
45,17:50:47.44,2.492,25,0.155,161.558
46,17:50:47.48,2.646,25,0.151,165.372
47,17:50:47.49,2.527,25,0.152,164.623
48,17:50:47.49,2.749,25,0.154,161.965
49,17:50:47.51,2.531,25,0.151,165.565
50,17:50:47.51,2.769,25,0.151,165.483
51,17:50:47.56,2.559,25,0.155,161.112
52,17:50:47.63,2.736,25,0.154,161.838
53,17:50:47.66,2.656,25,0.151,165.354
54,17:50:47.67,2.806,25,0.152,164.803
55,17:50:47.67,2.709,25,0.154,162.035
56,17:50:47.69,2.665,25,0.151,165.468
57,17:50:47.69,2.941,25,0.151,165.52
58,17:50:47.74,2.885,25,0.155,160.865
59,17:50:47.81,2.716,25,0.155,161.607
60,17:50:47.84,3.005,25,0.151,165.636
61,17:50:47.85,2.878,25,0.152,164.99
62,17:50:47.85,3.057,25,0.154,162.164
63,17:50:47.87,3.045,25,0.151,165.897
64,17:50:47.87,2.955,25,0.151,165.807
65,17:50:47.92,2.948,25,0.155,161.213
