idx,time,latency_sec,tokens,generation_time_sec,tok_per_sec
1,18:14:28.07,0.403,25,0.078,320.768
2,18:14:29.33,1.615,25,0.082,304.042
3,18:14:30.65,3.008,25,0.077,324.648
4,18:14:31.00,3.349,25,0.082,305.279
5,18:14:31.26,3.136,25,0.074,336.51
6,18:14:31.36,3.349,25,0.073,343.807
7,18:14:31.45,3.701,25,0.072,347.155
8,18:14:31.55,3.885,25,0.072,347.123
9,18:14:31.64,3.959,25,0.073,344.715
10,18:14:31.73,4.08,25,0.072,345.75
11,18:14:31.83,4.023,25,0.072,344.843
12,18:14:31.92,3.901,25,0.072,346.941
13,18:14:32.01,4.334,25,0.072,344.982
14,18:14:32.11,4.24,25,0.072,345.292
15,18:14:32.20,3.935,25,0.072,344.88
16,18:14:32.30,4.654,25,0.072,346.08
17,18:14:32.39,4.214,25,0.072,346.513
18,18:14:32.48,4.717,25,0.072,347.552
19,18:14:32.58,4.637,25,0.072,347.559
20,18:14:32.67,4.952,25,0.072,347.464
21,18:14:32.76,4.718,25,0.072,346.535
22,18:14:32.86,5.157,25,0.072,347.62
23,18:14:32.95,5.111,25,0.072,347.175
24,18:14:33.04,5.402,25,0.072,345.382
25,18:14:33.14,5.387,25,0.072,346.635
26,18:14:33.23,5.517,25,0.072,345.672
27,18:14:33.32,5.425,25,0.072,347.508
28,18:14:33.42,5.391,25,0.072,347.679
29,18:14:33.51,5.758,25,0.072,345.611
30,18:14:33.60,5.695,25,0.072,345.656
31,18:14:33.70,5.712,25,0.072,346.811
32,18:14:33.79,5.852,25,0.072,346.672
33,18:14:33.88,5.818,25,0.073,344.714
34,18:14:33.98,6.307,25,0.072,346.432
35,18:14:34.07,6.422,25,0.072,348.644
36,18:14:34.16,6.177,25,0.072,344.98
37,18:14:34.26,6.612,25,0.072,346.611
38,18:14:34.35,6.548,25,0.073,344.619
39,18:14:34.44,6.566,25,0.072,346.396
40,18:14:34.54,6.656,25,0.072,346.58
41,18:14:34.63,6.533,25,0.073,344.82
42,18:14:34.72,7.056,25,0.072,347.12
43,18:14:34.82,7.081,25,0.072,345.211
44,18:14:34.91,7.192,25,0.072,347.649
45,18:14:35.00,7.187,25,0.072,346.073
46,18:14:35.10,7.063,25,0.073,344.652
47,18:14:35.19,7.204,25,0.072,346.747
48,18:14:35.29,6.987,25,0.072,345.375
49,18:14:35.38,7.54,25,0.072,347.245
50,18:14:35.47,7.233,25,0.072,347.543
51,18:14:35.57,7.858,25,0.073,343.715
52,18:14:35.66,7.382,25,0.072,345.97
53,18:14:35.75,7.835,25,0.072,346.395
54,18:14:35.85,7.578,25,0.072,346.03
55,18:14:35.94,8.236,25,0.072,346.282
56,18:14:36.03,8.141,25,0.072,345.406
57,18:14:36.13,8.138,25,0.072,348.014
58,18:14:36.22,8.153,25,0.072,345.947
59,18:14:36.31,8.327,25,0.073,344.549
60,18:14:36.41,8.522,25,0.072,346.533
61,18:14:36.50,8.623,25,0.073,344.633
62,18:14:36.59,8.59,25,0.072,345.355
63,18:14:36.69,8.908,25,0.073,344.074
64,18:14:36.78,8.914,25,0.072,344.974
65,18:14:36.87,9.037,25,0.072,347.153
66,18:14:36.97,9.091,25,0.073,342.739
67,18:14:37.06,9.312,25,0.073,342.513
68,18:14:37.16,8.97,25,0.072,347.198
69,18:14:37.25,9.394,25,0.072,348.456
70,18:14:37.35,9.336,25,0.072,345.181
71,18:14:37.44,9.358,25,0.072,345.871
72,18:14:37.53,9.752,25,0.072,346.983
73,18:14:37.63,9.406,25,0.072,347.562
74,18:14:37.72,10.002,25,0.072,346.951
75,18:14:37.81,9.449,25,0.072,345.772
76,18:14:37.91,9.306,25,0.072,346.932
77,18:14:38.00,9.995,25,0.073,343.708
78,18:14:38.09,9.709,25,0.073,344.619
79,18:14:38.19,10.289,25,0.072,346.023
80,18:14:38.28,10.27,25,0.072,345.839
81,18:14:38.37,10.7,25,0.072,345.91
82,18:14:38.47,10.589,25,0.072,346.29
83,18:14:38.56,10.472,25,0.072,347.047
84,18:14:38.65,10.242,25,0.072,347.476
85,18:14:38.75,11.078,25,0.072,345.926
86,18:14:38.84,10.691,25,0.072,346.576
87,18:14:38.93,10.597,25,0.072,347.172
88,18:14:39.03,11.29,25,0.072,347.187
89,18:14:39.12,10.685,25,0.072,347.672
90,18:14:39.21,10.962,25,0.072,348.732
91,18:14:39.31,10.778,25,0.072,346.973
92,18:14:39.40,11.11,25,0.073,344.793
93,18:14:39.49,11.074,25,0.072,347.235
94,18:14:39.59,11.805,25,0.072,346.551
95,18:14:39.68,11.927,25,0.073,344.72
96,18:14:39.77,11.603,25,0.073,344.65
97,18:14:39.87,11.999,25,0.072,346.87
98,18:14:39.96,12.08,25,0.072,347.345
99,18:14:40.05,12.237,25,0.072,346.451
100,18:14:40.15,11.799,25,0.072,346.723
101,18:14:40.24,12.439,25,0.073,343.915
102,18:14:40.34,11.661,25,0.073,343.816
103,18:14:40.43,12.048,25,0.072,345.181
104,18:14:40.53,12.608,25,0.072,347.614
105,18:14:40.62,12.853,25,0.072,346.922
106,18:14:40.71,12.832,25,0.072,346.957
107,18:14:40.81,12.8,25,0.073,344.451
108,18:14:40.90,11.969,25,0.072,345.114
109,18:14:40.99,11.961,25,0.072,346.514
110,18:14:41.09,12.329,25,0.072,345.562
111,18:14:41.18,12.663,25,0.072,347.368
112,18:14:41.27,12.18,25,0.072,346.638
113,18:14:41.37,12.971,25,0.072,345.149
114,18:14:41.46,13.416,25,0.072,346.598
115,18:14:41.55,12.644,25,0.072,346.21
116,18:14:41.65,12.633,25,0.072,346.032
117,18:14:41.74,13.326,25,0.072,347.046
118,18:14:41.84,13.78,25,0.072,345.112
119,18:14:41.93,13.278,25,0.072,346.068
120,18:14:42.02,13.504,25,0.072,347.103
121,18:14:42.11,12.554,25,0.072,348.2
122,18:14:42.21,13.794,25,0.072,346.799
123,18:14:42.30,13.927,25,0.072,347.662
124,18:14:42.39,12.753,25,0.072,346.933
125,18:14:42.49,13.789,25,0.072,346.903
126,18:14:42.58,14.063,25,0.072,348.24
127,18:14:42.67,12.794,25,0.072,348.684
128,18:14:42.77,12.736,25,0.072,347.01
129,18:14:42.86,13.221,25,0.073,344.055
130,18:14:42.96,13.375,25,0.072,345.119
131,18:14:43.05,15.062,25,0.072,347.811
132,18:14:43.14,15.427,25,0.072,345.424
133,18:14:43.24,15.354,25,0.072,346.865
134,18:14:43.33,14.873,25,0.072,348.602
135,18:14:43.42,14.884,25,0.072,346.171
136,18:14:43.51,15.647,25,0.072,345.364
137,18:14:43.61,14.514,25,0.072,347.392
138,18:14:43.70,14.831,25,0.072,346.458
139,18:14:43.80,15.38,25,0.072,345.302
140,18:14:43.89,15.78,25,0.072,347.836
141,18:14:43.98,15.32,25,0.072,345.997
142,18:14:44.08,14.359,25,0.073,344.483
143,18:14:44.17,14.954,25,0.073,343.707
144,18:14:44.27,15.153,25,0.075,335.436
145,18:14:44.36,15.698,25,0.073,342.862
146,18:14:44.45,14.677,25,0.072,347.755
147,18:14:44.55,16.137,25,0.072,345.306
148,18:14:44.64,16.532,25,0.072,347.262
149,18:14:44.73,16.259,25,0.072,346.114
150,18:14:44.83,16.161,25,0.072,347.687
151,18:14:44.92,15.4,25,0.072,345.362
152,18:14:45.01,16.124,25,0.072,345.784
153,18:14:45.11,16.218,25,0.072,346.496
154,18:14:45.20,17.093,25,0.072,348.389
155,18:14:45.29,15.714,25,0.072,348.305
156,18:14:45.39,16.97,25,0.072,346.214
157,18:14:45.48,16.782,25,0.072,347.83
158,18:14:45.57,16.855,25,0.072,347.336
159,18:14:45.67,15.949,25,0.072,349.004
160,18:14:45.76,17.157,25,0.073,344.771
161,18:14:45.85,16.094,25,0.072,348.108
162,18:14:45.94,16.759,25,0.072,347.341
163,18:14:46.04,17.386,25,0.072,347.001
164,18:14:46.13,18.193,25,0.072,345.683
165,18:14:46.22,17.813,25,0.072,345.004
166,18:14:46.32,17.246,25,0.073,344.128
167,18:14:46.41,18.727,25,0.073,344.065
168,18:14:46.51,16.773,25,0.073,343.468
169,18:14:46.60,16.886,25,0.072,347.675
170,18:14:46.70,18.709,25,0.073,344.508
171,18:14:46.79,18.378,25,0.072,346.597
172,18:14:46.88,17.146,25,0.072,348.303
173,18:14:46.98,17.259,25,0.072,346.655
174,18:14:47.07,17.49,25,0.072,347.037
175,18:14:47.16,17.427,25,0.072,347.089
176,18:14:47.26,18.478,25,0.073,343.898
177,18:14:47.35,19.286,25,0.073,344.078
178,18:14:47.45,18.901,25,0.073,344.323
179,18:14:47.54,19.124,25,0.073,344.37
180,18:14:47.63,18.681,25,0.072,347.016
181,18:14:47.73,18.875,25,0.072,345.716
182,18:14:47.82,19.302,25,0.072,346.635
183,18:14:47.91,19.251,25,0.073,344.47
184,18:14:48.01,20.048,25,0.072,345.393
185,18:14:48.10,19.189,25,0.072,345.463
186,18:14:48.19,19.778,25,0.072,348.778
187,18:14:48.29,19.03,25,0.072,345.662
188,18:14:48.38,19.306,25,0.072,345.639
189,18:14:48.47,20.213,25,0.072,346.307
190,18:14:48.57,19.763,25,0.072,345.116
191,18:14:48.66,20.673,25,0.072,346.108
192,18:14:48.75,18.996,25,0.072,348.13
193,18:14:48.85,19.185,25,0.072,349.135
194,18:14:48.94,20.284,25,0.072,347.304
195,18:14:49.03,19.371,25,0.072,345.627
196,18:14:49.13,21.309,25,0.072,347.071
197,18:14:49.22,19.558,25,0.072,346.288
198,18:14:49.31,21.302,25,0.072,347.109
199,18:14:49.41,21.004,25,0.072,346.757
200,18:14:49.50,21.133,25,0.072,347.838
201,18:14:49.59,19.993,25,0.072,345.464
202,18:14:49.69,20.672,25,0.072,346.105
203,18:14:49.78,20.909,25,0.072,346.503
204,18:14:49.87,21.315,25,0.072,348.737
205,18:14:49.97,20.444,25,0.072,347.32
206,18:14:50.06,20.579,25,0.072,345.561
207,18:14:50.15,21.492,25,0.072,345.625
208,18:14:50.25,21.531,25,0.073,344.672
209,18:14:50.34,20.74,25,0.072,345.902
210,18:14:50.44,22.432,25,0.073,344.65
211,18:14:50.53,21.477,25,0.072,346.873
212,18:14:50.62,22.335,25,0.072,347.376
213,18:14:50.72,21.704,25,0.073,344.361
214,18:14:50.81,22.933,25,0.073,344.664
215,18:14:50.90,21.398,25,0.072,348.351
216,18:14:51.00,23.285,25,0.072,346.329
217,18:14:51.09,22.717,25,0.072,347.087
218,18:14:51.19,22.396,25,0.072,345.94
219,18:14:51.28,22.864,25,0.072,345.339
220,18:14:51.37,23.136,25,0.072,345.456
221,18:14:51.47,23.528,25,0.072,345.077
222,18:14:51.56,22.0,25,0.072,345.894
223,18:14:51.65,23.241,25,0.072,346.014
224,18:14:51.75,23.558,25,0.073,344.701
225,18:14:51.84,23.531,25,0.072,346.716
226,18:14:51.93,23.276,25,0.073,344.703
227,18:14:52.03,23.878,25,0.072,346.019
228,18:14:52.12,23.706,25,0.072,348.248
229,18:14:52.21,24.226,25,0.072,346.982
230,18:14:52.31,23.334,25,0.072,346.458
231,18:14:52.40,23.925,25,0.072,345.121
232,18:14:52.49,24.535,25,0.073,344.787
233,18:14:52.59,24.522,25,0.072,345.378
234,18:14:52.68,24.265,25,0.072,346.684
235,18:14:52.77,24.339,25,0.072,346.273
236,18:14:52.87,24.014,25,0.072,345.513
237,18:14:52.96,23.724,25,0.072,346.326
238,18:14:53.05,24.233,25,0.072,346.324
239,18:14:53.15,24.469,25,0.072,346.675
240,18:14:53.24,23.698,25,0.072,347.302
241,18:14:53.33,24.636,25,0.072,346.893
242,18:14:53.43,24.77,25,0.072,346.704
243,18:14:53.52,24.843,25,0.072,346.79
244,18:14:53.61,24.844,25,0.073,344.702
245,18:14:53.71,24.756,25,0.072,345.648
246,18:14:53.80,24.044,25,0.072,345.017
247,18:14:53.89,24.963,25,0.072,346.894
248,18:14:53.99,25.98,25,0.072,345.478
249,18:14:54.08,25.576,25,0.072,346.005
250,18:14:54.18,26.444,25,0.072,346.729
251,18:14:54.27,25.814,25,0.073,343.065
252,18:14:54.36,25.614,25,0.072,346.581
253,18:14:54.46,25.717,25,0.072,346.402
254,18:14:54.55,26.132,25,0.072,347.327
255,18:14:54.64,26.473,25,0.072,346.44
256,18:14:54.74,26.327,25,0.073,343.879
257,18:14:54.83,26.286,25,0.072,347.595
258,18:14:54.92,26.546,25,0.072,346.08
259,18:14:55.02,26.48,25,0.072,345.746
260,18:14:55.11,25.836,25,0.072,346.498
261,18:14:55.21,26.795,25,0.072,347.0
262,18:14:55.30,26.914,25,0.072,348.328
263,18:14:55.39,26.633,25,0.072,347.355
264,18:14:55.48,26.31,25,0.072,345.287
265,18:14:55.58,26.923,25,0.072,348.045
266,18:14:55.67,27.286,25,0.072,347.57
